"","sample","copy","area_season","season","study.area","domestication","DESCRIPTION","state","grass_cover_percent","grass_cover","elevation","biome","latitude","longitude","collection_time","life_stage","sex_known","sex","BCS_known","horse_BCS","fecal_freshness","stud_pile","ID","annforbandgrassbio","perforbandgrassbio","annforbandgrasscov","bareground","litter","perforbandgrasscov","shrub","tree"
"80","LBC22",1,"LBC","summer","LBC","wild","Little Book Cliffs HMA, CO, feces","CO","9.9","low ",2093.85,"sagerush steppe",39.218158,-108.488929,"7/18/2020 9:20","Adult","n","u","n","u",4,"n",80,66.931999711476,136.940463080955,9.06340794883508,17.556192445481,16.0426294150177,10.5781250751364,12.6869803563271,16.8406626433603
"81","LBC23",1,"LBC","summer","LBC","wild","Little Book Cliffs HMA, CO, feces","CO","9.9","low ",2064.5,"sagerush steppe",39.216824,-108.486272,"7/18/2020 9:29","Adult","n","u","n","u",4,"n",81,65.0686457648036,136.580701392124,8.88291563221813,17.5046892332515,16.0682231815715,10.5638028649222,12.5963369717109,17.1038066105463
"82","LBC24",1,"LBC","summer","LBC","wild","Little Book Cliffs HMA, CO, feces","CO","9.9","low ",1984.67,"sagerush steppe",39.207201,-108.466545,"7/18/2020 9:45","Adult","n","u","n","u",5,"n",82,51.3256844148481,130.115478489819,7.53260880009994,17.2415559207049,16.1533627374672,10.2447750007207,11.9110380812361,18.9080688402664
"83","LBC2",1,"LBC","summer","LBC","wild","Little Book Cliffs HMA, CO, feces","CO","9.9","low ",1990.77,"sagerush steppe",39.198917,-108.437899,"7/18/2020 10:32","Adult","n","u","n","u",5,"y",83,25.7262533837876,116.96214966078,4.91392317419715,16.8895454785866,16.0634781730672,9.56008116282089,10.8705385691687,21.7252725060944
"84","LBC3",1,"LBC","summer","LBC","wild","Little Book Cliffs HMA, CO, feces","CO","9.9","low ",2129.09,"sagerush steppe",39.262475,-108.529257,"7/17/2020 14:37","Adult","y","stallion","y","5",1,"y",84,57.2437765852863,164.6750157054,7.9236645614237,16.8358773683983,15.1884168476984,12.2554441391283,16.7168855831619,14.4028303289262
"85","LBC5",1,"LBC","summer","LBC","wild","Little Book Cliffs HMA, CO, feces","CO","9.9","low ",2109.95,"sagerush steppe",39.263032,-108.519796,"7/17/2020 14:57","Adult","n","u","n","u",5,"y",85,49.0758774287689,163.406405998003,7.07118788879502,15.7708701328623,15.5403002841564,12.1862280162814,17.0495785653944,15.9676004147147
"86","LBC8",1,"LBC","summer","LBC","wild","Little Book Cliffs HMA, CO, feces","CO","9.9","low ",2074.02,"sagerush steppe",39.268048,-108.519032,"7/17/2020 15:24","Adult","n","u","n","u",5,"y",86,43.4230920667236,165.316121039844,6.48091346477034,15.4845675159174,15.4717663327923,12.3105223228433,17.5373231794566,16.2413594414728
"87","MP10",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1485.44,"sagerush steppe",44.470703,-108.660131,"7/22/2020 17:46","Adult","n","u","n","u",2,"y",87,24.1211276578801,384.408882163999,2.86695335934804,26.1678833408546,11.3160255899764,36.1340642227,9.85921531151283,0.197932981161459
"88","MP11",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1452.98,"sagerush steppe",44.482974,-108.570353,"7/23/2020 8:54","Adult","n","u","n","u",2,"y",88,33.0452744340144,346.449603533959,3.53514301490889,30.2092987299834,11.0307410270569,29.7212236333517,11.1892611816676,0.276488128106019
"89","MP12",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1452.9,"sagerush steppe",44.483257,-108.570293,"7/23/2020 9:00","Adult","n","u","n","u",3,"u",89,33.0781730735226,345.998457226721,3.53896718180854,30.2501414577218,11.0313594087067,29.6920200162676,11.1919979134986,0.276041482476925
"90","MP13",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1450.59,"sagerush steppe",44.484533,-108.566531,"7/23/2020 9:24","Adult","n","u","n","u",2,"n",90,33.7797854044997,342.087920492677,3.59055762114654,30.610456557011,10.9995313736499,29.2101789180037,11.2675325938468,0.280994548902928
"91","MP14",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1449.17,"sagerush steppe",44.484167,-108.566194,"7/23/2020 9:31","Adult","n","u","n","u",2,"n",91,33.8318847887336,343.276492885545,3.59065677675606,30.5449668051077,10.9974390616085,29.2549217343612,11.2640199213584,0.282366678608866
"92","MP15",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1450.29,"sagerush steppe",44.484188,-108.56625,"7/23/2020 9:36","Adult","n","u","n","u",3,"n",92,33.8267135558357,343.235808285228,3.59079468294517,30.5468117576803,10.9988410412934,29.2577090659766,11.2642381615907,0.282396655829076
"93","MP16",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1449.53,"sagerush steppe",44.48424,-108.566311,"7/23/2020 9:42","Adult","y","stallion","y","5",1,"n",93,33.8140465535844,343.065802041141,3.59027274174434,30.5567681341422,10.9986513256805,29.2511806427649,11.2641013849338,0.282195730229761
"94","MP17",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1448.19,"sagerush steppe",44.484065,-108.566998,"7/23/2020 9:50","Adult","n","u","n","u",2,"n",94,33.6797557297816,343.579465205644,3.58145951897693,30.4921753050061,11.0062880566721,29.3379941010776,11.2522916915403,0.280760403815285
"95","MP1",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1450.12,"sagerush steppe",44.484214,-108.567216,"7/23/2020 9:55","Adult","y","stallion","y","5",1,"n",95,33.6598668329045,343.074134988637,3.5813150471744,30.5231539202943,11.0074895438187,29.3240974082818,11.2507405540671,0.279973649538867
"96","MP2",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1485.38,"sagerush steppe",44.470824,-108.660244,"7/22/2020 17:47","Adult","n","u","n","u",3,"n",96,24.1381447040547,384.190783271443,2.86923345888456,26.1778150546391,11.3157296060406,36.1261502100143,9.85541544766904,0.197324918008117
"97","MP3",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1484.64,"sagerush steppe",44.470933,-108.66014,"7/22/2020 17:51","Adult","n","u","n","u",2,"n",97,24.1640952351455,384.052347472888,2.87163785512966,26.1886119579309,11.3156201744178,36.1110575242579,9.85804990066767,0.197200111499985
"98","MP4",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1483.4,"sagerush steppe",44.471168,-108.660396,"7/22/2020 17:53","Adult","n","u","n","u",2,"n",98,24.1987584230912,383.67356431616,2.87615624060416,26.2027555225412,11.31585044481,36.0993571036947,9.85304911480165,0.196401726181001
"99","MP6",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1481.46,"sagerush steppe",44.471006,-108.660446,"7/22/2020 17:59","Adult","n","u","n","u",3,"n",99,24.1650441616369,383.967383223888,2.87273218046976,26.1870586048817,11.316251305379,36.1199842469512,9.85110713843213,0.196603359470414
"100","MP7",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1480.75,"sagerush steppe",44.471078,-108.660733,"7/22/2020 18:05","Adult","n","u","n","u",4,"n",100,24.1736650931083,383.77392966327,2.87428050631119,26.1938219770204,11.3166745565795,36.1165214775226,9.84801815712282,0.195985435368341
"101","MP9",1,"MP","summer","MP","wild","McCullough Peaks HMA, WY, feces","WY","13.8","medium",1478.74,"sagerush steppe",44.472003,-108.660907,"7/22/2020 18:16","Adult","n","u","n","u",4,"y",101,24.33645731977,382.480035382574,2.89183547103052,26.2674082264485,11.3170411322424,36.0451437417072,9.84236620964175,0.192697921273773
"102","NH10",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1744.49,"sagerush steppe",37.624115,-113.928844,"5/23/2020 15:05","Adult","n","u","n","u",5,"n",102,81.8612938704166,104.979707170493,7.58182925152699,11.3755621894456,16.8755621894456,7.11088143449143,9.60677671504606,28.670306577371
"103","NH11",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1581.68,"sagerush steppe",37.705018,-113.838764,"6/2/2020 9:27","Adult","n","u","n","u",4,"y",103,146.262123692543,233.510258697591,15.9211212516297,17.2018507807981,14.0477203438845,13.521556498809,14.3834733509131,8.10337610649832
"104","NH12",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1584.55,"sagerush steppe",37.703739,-113.839491,"6/2/2020 9:54","Adult","n","u","n","u",4,"n",104,144.864849893131,228.146547836147,15.7675745632096,17.1947222385631,14.1244288879738,13.3253818852089,14.3541286742357,8.51764809694688
"105","NH13",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1582.56,"sagerush steppe",37.703542,-113.839415,"6/2/2020 9:58","Adult","n","u","n","u",4,"y",105,144.867715006033,227.548185679671,15.7643639823816,17.1876710581819,14.1336485545277,13.302308243165,14.3508666947881,8.56800635674276
"106","NH14",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1670.86,"sagerush steppe",37.589163,-113.747351,"6/2/2020 11:51","Adult","n","u","n","u",5,"n",106,305.426424847553,300.366512212979,26.2023900193108,8.72045520433584,12.8074422764148,14.110607184799,11.0887314323901,8.72299558259177
"107","NH15",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1902.44,"sagerush steppe",37.652794,-113.863483,"6/2/2020 13:34","Adult","n","u","n","u",5,"y",107,82.4237441352035,124.492289174384,8.19583384509568,12.9103392370238,15.6073693777789,7.58819916971677,10.1804318455378,25.9378761453241
"108","NH16",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1845.86,"sagerush steppe",37.632309,-113.85966,"6/2/2020 14:24","Adult","n","u","n","u",4,"y",108,83.2106082175642,112.570114378283,7.54344411172746,12.453512345982,15.9939620048108,6.93809827696235,9.83022924745962,27.3768248981395
"109","NH17",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1804.09,"sagerush steppe",37.621609,-113.930039,"6/14/2020 10:37","Adult","n","u","y","4",2,"n",109,86.7594385951128,107.420022393337,8.01718295749195,11.3617898954978,16.8912449909641,7.28472440480867,9.683865993557,28.1320273827296
"110","NH1",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1762.86,"sagerush steppe",37.624507,-113.930122,"6/14/2020 14:59","Adult","n","u","y","5",2,"n",110,82.8792568290982,105.019954423566,7.68448142072745,11.4049967094601,16.8649798147475,7.14691524158457,9.63690610665278,28.5027748583103
"111","NH2",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1746.18,"sagerush steppe",37.623824,-113.929161,"5/23/2020 15:09","Adult","n","u","n","u",5,"n",111,82.4876068817331,105.19890942526,7.64042993622744,11.3750092192409,16.8797810983435,7.13079521484519,9.62178986031006,28.5912409835824
"112","NH3",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1745.19,"sagerush steppe",37.623751,-113.929614,"5/23/2020 15:21","Adult","n","u","n","u",4,"n",112,83.0172362964564,105.365101904444,7.69044928362257,11.3841807354415,16.8798765747529,7.15086672824827,9.63636720976396,28.514740276331
"113","NH5",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1816.42,"sagerush steppe",37.618156,-113.932243,"5/23/2020 16:46","Adult","n","u","n","u",4,"n",113,94.8589096626784,111.224597695502,8.73852541581702,11.3459253617669,16.8822936884259,7.56501486376925,9.78714099697811,27.2878755865661
"114","NH6",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1593.94,"sagerush steppe",37.707442,-113.83806,"6/2/2020 8:49","Adult","n","u","n","u",4,"n",114,149.148976421174,239.507123638128,16.2760060576654,17.2968648150599,13.969667563554,13.8128249991423,14.4825940138895,7.3916212096707
"115","NH7",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1586.02,"sagerush steppe",37.707255,-113.838334,"6/2/2020 8:57","Adult","n","u","n","u",3,"y",115,148.741394272491,239.066987639915,16.2281149031932,17.2887876722739,13.9780695518305,13.7876624681928,14.4685996970039,7.45979908120591
"116","NH8",1,"NH","summer","NH","wild","North Hills HMA, UT, feces ","UT","10.9","medium",1585.76,"sagerush steppe",37.706959,-113.840366,"6/2/2020 9:03","Adult","n","u","n","u",3,"y",116,146.699773989695,235.800395150339,16.0367989881014,17.2851995117001,14.0266849043746,13.6689071592809,14.4199820564486,7.75314379844391
"117","ON10",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1497.63,"sagerush steppe",40.096836,-112.727875,"6/16/2020 18:31","Adult","n","u","n","u",2,"u",117,325.778485391257,159.354310598091,34.0007202494338,13.0434281977653,22.7847780968356,14.1880514409727,7.40667083653181,1.92416057771586
"118","ON12",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1551.3,"sagerush steppe",40.020208,-112.790988,"6/16/2020 20:14","Adult","n","u","n","u",2,"n",118,272.439417895212,108.884585618308,28.6187308596254,13.4567148588657,21.5298625454028,10.6354818032904,6.77116539657669,8.15284286494314
"119","ON13",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1573.07,"sagerush steppe",40.019305,-112.789094,"6/16/2020 20:36","Adult","n","u","n","u",2,"n",119,266.371077004875,111.516874041652,28.0436413180219,13.309889911654,21.2983636285954,10.8362346842378,6.86233497429373,8.45866346386643
"120","ON15",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1567.06,"sagerush steppe",40.019131,-112.78983,"6/16/2020 20:42","Adult","n","u","n","u",2,"n",120,267.839700054579,110.368828456847,28.1697301915,13.3848081440877,21.359417194656,10.7469969863079,6.83260957262523,8.38652618589972
"121","ON16",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1364.34,"sagerush steppe",40.024161,-112.856012,"6/17/2020 9:39","Adult","n","u","n","u",2,"n",121,336.892099607661,64.0844881325698,33.6255082144535,21.506758006898,23.6145255637207,7.25467889385968,7.89271634398706,0.270595435202361
"122","ON18",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1367.98,"sagerush steppe",40.029876,-112.860776,"6/17/2020 10:01","Adult","y","stallion","y","5",1,"y",122,332.504602582006,61.7952254742702,33.0323653186659,22.1710365071675,23.4776663151795,7.05346879838886,8.24126269391167,0.182920573399071
"123","ON19",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1367.91,"sagerush steppe",40.029558,-112.861124,"6/17/2020 10:04","Adult","y","mare","y","5",1,"n",123,331.936525031313,61.6040108930808,32.9723782593844,22.2234789539606,23.4576564694273,7.03775097734087,8.26178976733594,0.180233992484913
"124","ON20",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1368.8,"sagerush steppe",40.018957,-112.856453,"6/17/2020 11:18","Adult","y","mare","y","5",2,"n",124,337.774702057734,63.1998785941583,33.7314322569631,21.5522353376363,23.5682362481801,7.17160905422004,7.78135566694963,0.277108833697709
"125","ON21",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1368.04,"sagerush steppe",40.02168,-112.858365,"6/17/2020 11:28","Adult","n","u","y","5",1,"n",125,335.456761812519,62.5140487313886,33.4355439076269,21.8181973564266,23.5255384001823,7.10626994074749,7.95048047705864,0.23792160437557
"126","ON24",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1535.46,"sagerush steppe",40.145651,-112.678454,"6/17/2020 15:21","Adult","n","u","n","u",2,"n",126,312.202569146541,185.583234185765,34.3195316758704,13.5550351954116,23.0516294172019,16.6335174081009,6.18568482923708,0.998938212499704
"127","ON25",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1534.68,"sagerush steppe",40.146073,-112.678176,"6/17/2020 15:29","Adult","n","u","n","u",2,"n",127,311.707330589355,186.075427819011,34.284068034235,13.5632291158486,23.0507983270891,16.6772683998882,6.18546007417266,0.995765621965718
"128","ON3",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1509.2,"sagerush steppe",40.10062,-112.724612,"6/16/2020 17:40","Adult","n","u","n","u",2,"n",128,332.011059658579,158.576867236651,34.6294658531262,13.1365827505385,23.0712970782764,14.0620688346318,7.30236375886054,1.57163868935217
"129","ON4",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1509.27,"sagerush steppe",40.100577,-112.724816,"6/16/2020 17:44","Adult","n","u","n","u",2,"n",129,332.059374332946,158.380323980741,34.6338970187131,13.1384816070963,23.0733344401489,14.048929155895,7.29901572468752,1.57578919906079
"130","ON5",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1510.16,"sagerush steppe",40.099007,-112.723593,"6/16/2020 18:00","Adult","y","mare","y","6",1,"n",130,327.002198593658,161.758434260154,34.1722294876898,13.0657919675518,22.8931881503383,14.3323193267755,7.43604177327951,1.68334091469078
"131","ON9",1,"ON","summer","ON","wild","Onaqui HMA, UT, feces","UT","20","medium",1498.51,"sagerush steppe",40.097123,-112.72742,"6/16/2020 18:25","Adult","n","u","n","u",2,"y",131,326.001513210948,159.432934870262,34.0332811536455,13.0470186423794,22.8067643849912,14.1894502158342,7.40681656467909,1.89444049143779
"132","PB12",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1369.78,"sagerush steppe",43.500526,-119.310064,"7/3/2020 14:12","Adult","n","u","n","u",3,"y",132,86.6799586823255,359.894936339344,10.5492241708396,18.8061123212,14.7923337749534,25.5865942110345,16.8667954101453,1.35960748209193
"133","PB14",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1325.14,"sagerush steppe",43.466238,-119.370845,"7/3/2020 17:09","Adult","n","u","n","u",4,"y",133,79.9007480198153,310.009858217879,9.34826525933451,22.5402420275652,14.6775468186681,20.8156967283124,17.4391199978423,0.762732969512798
"134","PB16",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1326.26,"sagerush steppe",43.466455,-119.370518,"7/3/2020 17:16","Adult","n","u","n","u",4,"y",134,80.004825556579,310.543252532968,9.35717206209422,22.4964841731629,14.6766607507919,20.8471682429852,17.4384067575764,0.774367038842585
"135","PB17",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1319.45,"sagerush steppe",43.4603,-119.358214,"7/3/2020 17:53","Adult","n","u","n","u",4,"n",135,77.8291432887354,289.154991188318,9.32431484678463,22.984372752122,14.8725408214645,20.4828801611279,17.7750953100273,0.739969968349878
"136","PB18",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1325.4,"sagerush steppe",43.454809,-119.35811,"7/3/2020 18:32","Adult","n","u","n","u",3,"n",136,76.9309223545497,280.666075990357,9.28552153419926,23.6381148130824,14.9358381606879,20.1247796207678,17.7737604792574,0.649781419781959
"137","PB19",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1328.91,"sagerush steppe",43.454393,-119.358731,"7/3/2020 18:35","Adult","n","u","n","u",3,"n",137,76.7118346489928,280.601067794631,9.26127740208889,23.7275372470835,14.9360715215849,20.0837352156694,17.7616321362179,0.642216953597184
"138","PB1",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1338.66,"sagerush steppe",43.454052,-119.359309,"7/3/2020 18:39","Adult","n","u","n","u",2,"n",138,76.56594927083,280.4270357588,9.24645539261786,23.7989281809223,14.9353308825184,20.0415093660429,17.7503633475673,0.63036190767597
"139","PB20",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1374.58,"sagerush steppe",43.501472,-119.310511,"7/3/2020 14:20","Adult","y","stallion","y","6",1,"n",139,86.8828673056022,361.189762959104,10.5878596258005,18.7382579874429,14.7871527247577,25.6526528999111,16.8129092525891,1.37333716574898
"140","PB21",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1339.57,"sagerush steppe",43.454073,-119.359364,"7/3/2020 18:42","Adult","n","u","n","u",2,"n",140,76.5827653074539,280.57417180702,9.24572912026851,23.795263226567,14.9331506652089,20.0420001709702,17.7480349678981,0.630722438934406
"141","PB2",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1339.31,"sagerush steppe",43.453981,-119.359295,"7/3/2020 18:44","Adult","n","u","n","u",2,"n",141,76.5669577350677,280.271665841473,9.24782823963631,23.8066480622946,14.9374262951794,20.0369446820003,17.7510464959265,0.630017554125219
"142","PB4",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1374.13,"sagerush steppe",43.50144,-119.310273,"7/3/2020 14:25","Adult","n","u","n","u",4,"n",142,86.8660812195517,361.468571916515,10.5862126305571,18.7319467165226,14.7872031567404,25.6623537131249,16.8128876265123,1.37514156794362
"143","PB5",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1374.14,"sagerush steppe",43.500958,-119.310093,"7/3/2020 14:32","Adult","n","u","n","u",3,"y",143,86.7713187346184,360.786377027682,10.5675040868019,18.7637020137604,14.7894309016114,25.6299558086479,16.8375877988755,1.36714301111969
"144","PB7",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1320.51,"sagerush steppe",43.454468,-119.322023,"7/3/2020 15:31","Adult","n","u","n","u",4,"y",144,81.5171018740363,274.769137062227,10.0431176700635,23.7360346307892,15.1186005636943,20.986685306638,17.7952989512769,0.759886002490324
"145","PB8",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1321.21,"sagerush steppe",43.454442,-119.321133,"7/3/2020 15:37","Adult","n","u","n","u",4,"n",145,81.5860969445119,275.29833058996,10.0507299171591,23.7185074250969,15.1157838401828,21.0166221430692,17.7809394029341,0.762217005315848
"146","PB9",1,"PB","summer","PB","wild","Palomino Buttes HMA, OR, feces","OR","26.2","high",1322.64,"sagerush steppe",43.45552,-119.322595,"7/3/2020 15:48","Adult","n","u","n","u",4,"n",146,81.6015717835152,275.589900435706,10.0419142270714,23.6341822404667,15.1075762486047,21.0311566022109,17.8179710849447,0.771420726657304
"147","PN12",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1493.01,"sagerush steppe",39.24811,-119.497036,"6/26/2020 20:26","Adult","n","u","n","u",2,"n",147,172.557185834169,239.540272626513,16.576205395913,14.5509291468546,13.925917751431,10.4263471789729,13.3187407936973,6.55941214008454
"148","PN13",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1483.6,"sagerush steppe",39.248476,-119.496869,"6/27/2020 16:31","Adult","y","mare","y","5",1,"n",148,172.922340986435,239.82847624982,16.6099793893496,14.5711355030437,13.9312946364377,10.4298327182093,13.3289939126684,6.50879068206873
"149","PN14",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1548.84,"sagerush steppe",39.248335,-119.483174,"6/27/2020 16:58","Adult","n","u","n","u",3,"n",149,169.712449048099,220.897122716156,17.0038315829857,13.8730158730159,13.9763295449096,10.108555123963,13.387718793459,6.8275116290222
"150","PN15",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1583.14,"sagerush steppe",39.246516,-119.479074,"6/27/2020 17:41","Adult","n","u","n","u",2,"y",150,168.135649633638,214.827771658445,17.1855035678368,13.4015037593985,14.0547100234663,10.0640486566735,13.3737368899957,7.07449834778028
"151","PN16",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1582.53,"sagerush steppe",39.246644,-119.479099,"6/27/2020 17:43","Adult","n","u","n","u",2,"n",151,168.305214789996,214.784487256192,17.1971808065095,13.4254397511069,14.0574943161422,10.0596194806749,13.3796290534881,7.05212875433768
"152","PN17",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1583.61,"sagerush steppe",39.246686,-119.479125,"6/27/2020 17:46","Adult","n","u","n","u",2,"n",152,168.406369829241,214.919867299213,17.2033835828255,13.4258058030265,14.0564265573912,10.0595860999277,13.378474898392,7.04242403933152
"153","PN1",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1582.83,"sagerush steppe",39.24673,-119.479172,"6/27/2020 17:50","Adult","n","u","n","u",2,"n",153,168.451331331906,214.954292773317,17.2018759785685,13.4406059822553,14.0577445164256,10.0593676831808,13.3817602022495,7.03941565996811
"154","PN20",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1492.51,"sagerush steppe",39.248056,-119.497143,"6/26/2020 20:29","Adult","n","u","n","u",3,"n",154,172.545517337311,239.554904283844,16.5751027671586,14.5470666391662,13.9239403111075,10.4260340270816,13.315170207357,6.56405140036742
"155","PN21",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1414.03,"sagerush steppe",39.215177,-119.570495,"6/28/2020 10:50","Adult","y","mare","y","5",1,"n",155,161.419295435581,184.818061057134,16.5257761622052,14.4650163528769,14.0488092611952,9.05125499937658,12.9947584473879,7.39114546867057
"156","PN22",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1418.03,"sagerush steppe",39.214648,-119.570877,"6/28/2020 10:57","Adult","y","stallion","y","5",1,"n",156,160.354501951109,184.532741680786,16.4599530581781,14.4406819523574,14.0482953590953,9.05251916311083,12.9827160019775,7.47093974839567
"157","PN23",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1411.21,"sagerush steppe",39.215368,-119.570715,"6/28/2020 11:02","Adult","n","u","n","u",3,"n",157,161.879274246482,184.899942986091,16.5707619262077,14.4796450764418,14.0475036052913,9.05028243444598,13.0068416690223,7.32816055883213
"158","PN2",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1411.09,"sagerush steppe",39.215634,-119.57117,"6/28/2020 11:11","Adult","n","u","n","u",3,"n",158,162.53992699611,185.257841690778,16.642822242235,14.5103901205235,14.0391940830443,9.04970396060473,13.0256663281534,7.21293280193144
"159","PN3",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1489.35,"sagerush steppe",39.248295,-119.497004,"6/26/2020 20:35","Adult","n","u","n","u",1,"n",159,172.759150959676,239.546660786532,16.588460874734,14.5636732306866,13.9269792725251,10.4230197687573,13.3203363181409,6.53595670431231
"160","PN4",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1489.98,"sagerush steppe",39.248375,-119.496916,"6/26/2020 20:38","Adult","n","u","n","u",2,"n",160,172.838292503921,239.683837884769,16.6005257376397,14.5642229779967,13.9292412780797,10.4285769107157,13.3265377586116,6.52540665518614
"161","PN5",1,"PN","summer","PN","wild","Pine Nuts HMA, NV, feces","NV","9.3","low ",1488.47,"sagerush steppe",39.248428,-119.496926,"6/26/2020 20:40","Adult","n","u","n","u",2,"n",161,172.954912097292,239.689544709053,16.6094923414826,14.5697610849486,13.9330059560918,10.4284213958931,13.3286400736599,6.51599320947987
