study.area,area_season,cover_group,name_study_area,season,body_condition_obs
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,4
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,6
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,5
AT,WAT,low,Adobe Town,Winter,6
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,4
FR,WFR,low,Frisco,Winter,4
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,4
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
FR,WFR,low,Frisco,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,3
PN,WPN,low,Pine Nut Mountains,Winter,4
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,4
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,5
PN,WPN,low,Pine Nut Mountains,Winter,3
PN,WPN,low,Pine Nut Mountains,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,4
LBC,WLBC,low,Little Book Cliffs,Winter,6
LBC,WLBC,low,Little Book Cliffs,Winter,6
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,4
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,4
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,6
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,6
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,6
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,6
LBC,WLBC,low,Little Book Cliffs,Winter,4
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
LBC,WLBC,low,Little Book Cliffs,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,6
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,4
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,4
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
CN,WCN,medium,Conger,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,4
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,3
NH,WNH,medium,North Hills,Winter,3
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,4
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,4
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,6
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,5
NH,WNH,medium,North Hills,Winter,4
NH,WNH,medium,North Hills,Winter,3
MP,WMP,medium,McCullough Peaks,Winter,4
MP,WMP,medium,McCullough Peaks,Winter,6
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,7
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,6
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,6
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,6
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,6
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,7
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,6
MP,WMP,medium,McCullough Peaks,Winter,6
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
MP,WMP,medium,McCullough Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,6
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,4
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,4
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,6
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,6
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,4
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
TP,WTP,medium,Twin Peaks,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,4
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,6
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,4
ON,WON,medium,Onaqui,Winter,3
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,6
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,6
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,4
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,4
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,6
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,4
ON,WON,medium,Onaqui,Winter,7
ON,WON,medium,Onaqui,Winter,3
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,6
ON,WON,medium,Onaqui,Winter,6
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,4
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,5
ON,WON,medium,Onaqui,Winter,4
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,4
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,4
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,6
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
GM,WGM,high,Green Mountain,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,4
SS,WSS,high,South Steens,Winter,4
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,4
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,6
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,3
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,6
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,4
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,4
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,3
SS,WSS,high,South Steens,Winter,4
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,5
SS,WSS,high,South Steens,Winter,4
PB,WPB,high,Palomino Buttes,Winter,4
PB,WPB,high,Palomino Buttes,Winter,4
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,4
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,6
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,5
PB,WPB,high,Palomino Buttes,Winter,6
PB,WPB,high,Palomino Buttes,Winter,4
PB,WPB,high,Palomino Buttes,Winter,4
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,4
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,6
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,6
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,6
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,6
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,4
SC,WSC,high,Saylor Creek,Winter,4
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SC,WSC,high,Saylor Creek,Winter,5
SW,WSW,high,Stinkingwater,Winter,5
SW,WSW,high,Stinkingwater,Winter,5
SW,WSW,high,Stinkingwater,Winter,5
SW,WSW,high,Stinkingwater,Winter,5
SW,WSW,high,Stinkingwater,Winter,5
SW,WSW,high,Stinkingwater,Winter,5
SW,WSW,high,Stinkingwater,Winter,6
