"","OBJECTID","HMA_NAME","HMA_ID","ADMIN_ST","ADM_UNIT_C","ADMIN_AGCY","HERD_TYPE","GIS_ACRES","ROD_DT","BLM_ACRES","LUP_ID","GlobalID","created_da","last_edite","Original_G","SHAPE_Leng","SHAPE_Area","ID","annforbandgrassbio","perforbandgrassbio","annforbandgrasscov","bareground","litter","perforbandgrasscov","shrub","tree"
"61",61,"South Shoshone","NV0601","NV","NVB01000","BLM","HORSE",133952.644995,1986-02-26,133952.644995,"LUPA001610","{F7B45957-D9C3-426B-A1FF-5CF5D21F6944}",2015-12-30,2015-12-30,"{20C41C23-6EBB-4C11-8585-096A8A46E4DF}",1.2014574008,0.0569681444821,61,120.635465964261,103.190165894904,15.0172945310269,19.3364178328098,18.6675115254376,11.8393999122843,18.9405114030435,2.82369522867284
"62",62,"Fish Creek","NV0612","NV","NVB01000","BLM","HORSE",253947.179596,1986-02-26,253947.179596,"LUPA001610","{40232EC0-F180-4665-8677-1DC1B5A20245}",2015-12-30,2015-12-30,"{6DB4D171-F59B-407F-9144-B8AA704BE885}",1.86202101369,0.106997126453,62,10.9831742271785,67.9173718129278,2.93418468983632,19.9868685668908,15.6941347351417,6.89528518632897,18.1599385068569,17.3154041680948
"63",63,"Little Humboldt","NV0102","NV","NVE02000","BLM","HORSE",17252.1054227,2003-01-01,17252.1054227,"LUPA001611","{4D2039CE-EA90-4F6F-8814-DCA58E1D3D3F}",2015-12-30,2015-12-30,"{3EBBFB0A-61FE-4E99-9A34-C887A6ACEF4A}",0.409958485942,0.00747259485784,63,128.11898975366,461.363171504676,16.003587191103,12.7177784690763,17.68791437404,32.8542861586919,14.2677269457352,0.354937491493788
"64",64,"Augusta Mountains","NV0311","NV","NVC01000","BLM","HORSE",178929.91939,2001-05-09,178929.91939,"LUPA001614","{F9BDB505-EA2D-4BBA-8B6E-896352D3ED47}",2015-12-30,2015-12-30,"{1404D961-AA4F-4F71-83CA-AB6F4E626296}",1.56270711305,0.075855253733,64,161.352980656824,47.5400521422259,15.0651471442892,26.837568253561,19.1558512558272,5.95837334638006,17.6517577176909,2.33961478326891
"65",65,"Bullfrog","NV0629","NV","NVB02000","BLM","BURRO",158185.3485,1998-10-05,158185.3485,"LUPA001613","{1E05E88F-7CF6-4185-8BF4-59B2A7EAFC5C}",2015-12-30,2015-12-30,"{916CC0F3-305D-4992-BBB7-616FB7F29869}",0.970786904519,0.0643930281436,65,290.57551387786,8.51241721107341,16.3977511640078,18.3695397657547,8.46010566303328,2.85709886847614,15.2173480022378,0.250681260376814
"66",66,"Stonewall","NV0627","NV","NVB02000","BLM","BURRO",24059.4115977,1997-10-06,24059.4115977,"LUPA001612","{0BB928E9-DD04-4E6C-A23B-C4BB5D47B3C2}",2015-12-30,2015-12-30,"{6E2F4A3A-F080-4102-9306-7888B91DB625}",0.511847264891,0.00985687133145,66,125.173604562065,25.3030178003065,9.79097164918071,18.9321215961334,10.1057924672875,5.21967464340446,15.6080322409525,4.05853619002711
"67",67,"Gold Mountain","NV0628","NV","NVB02000","BLM","BURRO",108464.99527,1997-10-06,108464.99527,"LUPA001612","{64AD05D8-D277-413D-937E-083A74A66AF7}",2015-12-30,2015-12-30,"{76B8AB15-F287-41FD-9977-B5403DE62FB0}",0.839544914752,0.0442854912499,67,159.646290744737,42.7087337562236,11.274209048628,24.0521686794408,10.0858042022264,6.44513851078764,15.1095786621885,1.00982498376442
"68",68,"North Monitor","NV0611","NV","NVB01000","BLM","HORSE",11573.0461451,1986-02-26,11573.0461451,"LUPA001610","{5CC133B8-E5E9-4D35-974F-F6A962EB2DF5}",2015-12-30,2015-12-30,"{095EB264-FAF2-48CB-AB19-92DC826EB129}",0.485108472661,0.00487987350088,68,10.2731667410382,35.2107541276216,2.78756507511528,24.0410084783579,14.9355644801428,6.07147106946304,17.5548267142645,16.1224304625911
"69",69,"Paymaster","NV0621","NV","NVB02000","BLM","HORSE",101392.062044,1997-10-06,101392.062044,"LUPA001612","{109213F1-74B7-4F91-AC00-15A6A8A45D78}",2015-12-30,2015-12-30,"{53787282-C7F0-4B05-B5B2-9C1F2FA9C3CC}",0.790767610671,0.0417515871064,69,18.1686024767468,10.6232137172598,2.36109047831933,33.3468906721033,7.46171375292024,2.75723080295094,15.2116037274709,1.3369648979677
"70",70,"Spruce-Pequop","NV0109","NV","NVE03000","BLM","HORSE",241119.481493,1985-07-16,241119.481493,"LUPA001609","{26679BDF-6511-49C9-AAF3-E56333B93366}",2015-12-30,2015-12-30,"{2C94442A-EFB9-4A04-B704-38D1B77E5F3E}",1.52935877501,0.103662620118,70,27.9931185188351,143.691663122702,5.94055176559526,21.822397252452,15.8557600351431,11.1650280352748,18.3913048961367,12.4983510928608
"71",71,"Pine Nut Mountains","NV0305","NV","NVC02000","BLM","HORSE",105592.902357,2001-05-09,105592.902357,"LUPA001614","{65F34A98-305C-4442-A00F-A22E67718DE4}",2015-12-30,2015-12-30,"{9C127B17-6B9B-4C84-9F34-01D6FB8C06EE}",0.985182116552,0.0439866737241,71,103.069404954147,109.131260794473,12.0829147637022,11.2670259595729,14.7978349960537,7.84851577025068,12.5211348768398,16.245166222504
"72",72,"Ash Meadows","NV0509","NV","NVS03000","BLM","HORSE",115783.130405,1998-10-05,115783.130405,"LUPA001613","{3B94FDE1-4B67-4F43-92D7-902D07AA67F0}",2015-12-30,2015-12-30,"{B961A541-3EAB-425B-A8D3-A91EE5509828}",0.923312717954,0.0471165300323,72,86.9430252828775,15.0710935464927,5.87278102404671,35.2823442189097,6.29114690826923,2.71620382287343,10.922679371558,0.304049607031054
"73",73,"Little Fish Lake","NV0614","NV","NVB01000","BLM","HORSE",28896.1018947,1986-02-26,28896.1018947,"LUPA001610","{4BA81DBF-DF02-4981-BB57-8EAD91DF7CB7}",2015-12-30,2015-12-30,"{F07EAE02-1AA1-4343-B407-ECEF2322D418}",0.481204920304,0.0120781235624,73,11.7396359351705,31.3517650170731,2.58166810945991,32.6878997739624,12.721805415284,7.27853123647381,22.4606598374453,1.27672774491415
"74",74,"Pilot Mountain","NV0314","NV","NVC01000","BLM","HORSE",481391.617921,2001-05-09,481391.617921,"LUPA001614","{74CD0434-8EDC-40DF-A7AD-F60220DA4D30}",2015-12-30,2015-12-30,"{825FA327-9C03-4569-835D-1DAC1C8C1097}",2.76528110959,0.199300945482,74,37.7072382637671,17.5185628275552,4.30629175634084,28.5264635080464,9.68730016901137,3.53395933377888,17.3489917258036,1.67390024174676
"75",75,"Whistler Mountain","NV0608","NV","NVB01000","BLM","HORSE",43444.4728717,1986-02-26,43444.4728717,"LUPA001610","{90668B98-4303-4A7F-B587-1C7A2CCD0974}",2015-12-30,2015-12-30,"{319435C1-4E41-45D7-AA6D-8908944FA374}",0.700280276201,0.0183897677612,75,11.2394110886882,89.5280139645279,3.57158992626761,21.2845549004198,18.7224747544557,9.19661707732226,20.8887695339497,12.7767926607244
"76",76,"Wassuk","NV0312","NV","NVC01000","BLM","HORSE",52309.9208008,2001-05-09,52309.9208008,"LUPA001614","{EE905FA3-2360-4C6F-AAB9-6241F820640A}",2015-12-30,2015-12-30,"{5D8E5801-DC1C-480C-9485-8DB49C33298A}",0.982314505501,0.0217038628567,76,33.8486690870154,74.711910458249,5.44448980274715,21.4902009335631,13.1344598551137,4.32186511853574,18.0895718659551,9.24376035201017
"77",77,"Silver Peak","NV0623","NV","NVB02000","BLM","BURRO",244614.392396,1997-10-06,244614.392396,"LUPA001612","{158CD24C-4659-41AE-95FA-5CD9D325AD44}",2015-12-30,2015-12-30,"{205E6994-EA53-4176-9720-EB5F0050757B}",1.26323455955,0.100375943779,77,40.7846311137352,21.6836074185342,4.13037714934026,26.3416108800537,9.93576073838032,4.08832952739839,14.9622286281558,5.69570392430965
"78",78,"Hot Creek","NV0616","NV","NVB02000","BLM","HORSE",54945.9598836,1997-10-06,54945.9598836,"LUPA001612","{7A9F4D73-3823-4241-91C4-005425FA2AA6}",2015-12-30,2015-12-30,"{5304D35A-FD86-4723-AD84-A441DDF8631A}",0.699287298882,0.0228255868069,78,15.9230593026215,36.0597353016035,3.0949064647493,15.9650738101298,13.8891002799695,4.98266098243828,12.2709945278697,21.8971112242301
"79",79,"Roberts Mountain","NV0607","NV","NVB01000","BLM","HORSE",100491.975631,1986-02-26,100491.975631,"LUPA001610","{6F7026E7-EFC2-4D8C-A493-C96C5E339AD3}",2015-12-30,2015-12-30,"{7A341348-1FF1-4E09-AC92-86EC12117817}",0.928694352434,0.0425319366016,79,14.5855552139905,63.447685896779,2.69580387334768,30.3438552447314,17.6984766198723,8.76659835365645,25.3419083239403,4.90310311848892
"80",80,"Flanigan","NV0301","NV","NVC02000","BLM","HORSE",17362.1248618,2001-05-09,17362.1248618,"LUPA001614","{AF16A474-30F1-44B2-86C0-210039B24E99}",2015-12-30,2015-12-30,"{AC2DA4D1-026C-4287-BB23-140C6F6822F6}",0.411163364996,0.00732375460471,80,243.652017412516,322.63670709094,21.2250141303162,8.87284698602834,13.6614475393418,22.4779715807114,13.1511695935427,2.63950340614991
"81",81,"Montgomery Pass","NV0317","NV","NVC01000","BLM","HORSE",38615.5423662,2001-05-09,38615.5423662,"LUPA001614","{3EC0B91D-2C26-42BF-B0CC-4E0664B9B927}",2015-12-30,2015-12-30,"{46278143-C132-4DEA-B1DC-116B213D6664}",0.501946741473,0.0158922371298,81,35.9869722027948,24.3340327203412,4.22358442698263,20.9899205990044,12.2184281619835,3.2883028665725,19.9878178668239,5.24105081755141
"82",82,"Fish Lake Valley","NV0622","NV","NVB02000","BLM","HORSE",67726.8667572,1997-10-06,67726.8667572,"LUPA001612","{7E8030E5-41DE-47AA-BB9A-83C373E1F7A0}",2015-12-30,2015-12-30,"{60C0AAB3-BBE5-4A70-AE3F-C78E8F6AA50C}",0.928139493447,0.0278186808017,82,42.3852995460277,11.4106817938564,4.61039828957639,38.612173454497,10.1206616144081,2.67531972547597,16.6782722424249,0.771377031976463
"83",83,"Callaghan","NV0604","NV","NVB01000","BLM","HORSE",157148.2018,1986-02-26,157148.2018,"LUPA001610","{FA441FBB-5BBC-4AF7-BE06-2205F2F67BD6}",2015-12-30,2015-12-30,"{1970B059-712E-41F9-8041-DF3A21949136}",1.21401631198,0.0664611587666,83,34.0970342215296,113.862096437525,6.03344560553769,16.7783305174211,15.921246986464,14.2233776083616,23.1040208166218,8.60042096612381
"84",84,"Hickison","NV0610","NV","NVB01000","BLM","BURRO",57634.2666012,1986-02-26,57634.2666012,"LUPA001610","{5D0A1DD6-7B61-4DF8-995B-4B1F599C169D}",2015-12-30,2015-12-30,"{E4CF276C-88D0-4696-97C3-10F12BDDAC13}",0.987797397482,0.0242380527508,84,20.7456877050531,22.7332174798879,3.89423379425027,41.9205674821351,11.9389102784977,3.97790594897455,19.3268924810115,1.14119938278078
"85",85,"Palomino Buttes","OR0006","OR","ORB00000","BLM","HORSE",74233.6233601,1992-01-01,71669.179544,"LUPA001808","{2B8D20DF-8F47-45D0-B94A-B7EF84927A7A}",2015-12-30,2015-12-30,"{FECF7BD3-5EDE-4B13-B3C4-B098C3E8824E}",1.00634652277,0.0334041912313,85,83.3810481197876,298.296778176017,10.512035924109,22.370778189058,15.0615522049378,22.8472660248956,17.0016018918408,0.630330311401688
"86",86,"Jackies Butte","OR0015","OR","ORV00000","BLM","HORSE",65300.12768,2002-12-01,65260.2755978,"LUPA001817","{E2C61E54-5D8D-45C0-B2CC-1E81D7EBE732}",2015-12-30,2015-12-30,"{C3E920BE-C1AB-49ED-8E61-1CCB50917657}",0.811895399656,0.0289934530805,86,297.336568355074,451.198926280084,25.2934542165928,15.10136958161,14.4145195191058,30.5991963384297,6.83972613378159,0.0975541932946367
"87",87,"Paisley Desert","OR0001","OR","ORL00000","BLM","HORSE",303632.455887,2003-11-14,297464.859938,"LUPA001816","{2D1D3A81-0BA8-4B1B-83CC-921476C6777C}",2015-12-30,2015-12-30,"{3D887D61-1071-45BF-BC1B-1136E54A9373}",2.06210183671,0.135742410859,87,37.8766748443607,134.888747154082,5.51367351470514,30.4587927155206,13.6611138607901,12.5759955695982,23.6478804433612,0.199041149764167
"88",88,"Pokegama","OR0018","OR","ORL00000","BLM","HORSE",85022.3180299,9999-09-09,16863.3333832,"UNK","{03CF2930-259B-494C-A14B-E549DCA076E5}",2015-12-30,2015-12-30,"{0CEBDECB-CE8D-4D9C-A6BF-EC26D8F49751}",1.1252464777,0.0374213953429,88,183.119049005337,313.703629306162,12.1383289665211,6.24399805919457,14.4332285298399,10.2638350315381,12.7847704997574,32.5203512857836
"89",89,"Warm Springs","OR0007","OR","ORB00000","BLM","HORSE",499427.609501,1992-01-01,474515.079632,"LUPA001808","{3C6CC88A-1C19-4C85-BB84-C0B9124B06F6}",2015-12-30,2015-12-30,"{69FC78FE-C4FE-4F3B-8716-0196A4F0FA9E}",2.70137466313,0.223576835277,89,67.2927233641423,232.723307621995,9.73450157185001,24.5111786828683,16.5896873775799,19.5145331972514,18.630976132177,0.11943234093586
"90",90,"Hog Creek","OR0011","OR","ORV00000","BLM","HORSE",22397.0563671,2002-12-01,21828.7360975,"LUPA001817","{6BC78C3A-5826-47D1-BBEA-0A144A4E7097}",2015-12-30,2015-12-30,"{4FEC7442-E613-4A9E-93CE-57BC9FEC4458}",0.586425234661,0.0101439340752,90,185.673026805659,396.757130992611,20.5910060713672,10.9023283120454,12.7674981384959,27.8490892949195,10.6801076808523,0.132667964946446
"91",91,"Murderers Creek","OR0019","OR","ORP00000","USFS","HORSE",75615.308998,2007-10-23,0,"UNK","{4D59BB89-E2CD-40A5-89B3-846F71CA5EFB}",2015-12-30,2015-12-30,"{8FC332F8-1C73-4875-B532-3FBFE45616CA}",0.896531021151,0.0344636380686,91,49.6743190038191,405.76364310826,5.76915473008861,4.70205626701964,14.4920771753518,18.2586478716498,7.34156458398321,39.5754913036514
"92",92,"Murderers Creek","OR0019","OR","ORP00000","BLM","HORSE",67121.042849,2007-10-23,34878.8634302,"UNK","{8ED1A4B7-22B4-4B42-9B3C-F8E966F1BF06}",2015-12-30,2015-12-30,"{C1A90567-9A05-4975-9648-23CDE40847FD}",1.27255435126,0.0305815192097,92,169.959512853025,487.020261382039,16.553242818405,8.85519036153733,13.2221367411776,26.5214557421892,11.5926638267964,11.7287401518713
"93",93,"South Steens","OR0003","OR","ORB00000","BLM","HORSE",134490.869753,2005-01-01,126746.238094,"LUPA001818","{B0E81CC9-0109-4B29-974F-17163630A001}",2015-12-30,2015-12-30,"{99B25428-0193-445D-B26D-4BFFA45D9CFA}",1.61542231977,0.0597447704871,93,91.4240078573999,476.662543881828,10.2242081821983,10.6078532669474,13.8429735590715,27.5971939941458,18.6513242344384,5.59634917779312
"94",94,"Coyote Lake-Alvord-Tule Springs","OR0014","OR","ORV00000","BLM","HORSE",588742.518353,2005-01-01,553906.247737,"LUPA001822","{CC99001B-DFFB-4801-A28F-F92B544FFA64}",2015-12-30,2015-12-30,"{1C7F246A-18C1-4144-AFBC-F75DAB142CFC}",3.60824301272,0.26103421924,94,97.1483003630125,92.7249223795391,10.3549537282167,37.3806289267578,12.364871952324,6.50315587446172,17.770183615273,0.0494013646287754
"95",95,"Sheepshead-Heath Creek","OR0016","OR","ORV00000","BLM","HORSE",205396.833378,2002-12-01,198966.03466,"LUPA001817","{66B6BCB7-F391-4545-8845-D8077E5090DE}",2015-12-30,2015-12-30,"{33443F21-0960-44C1-820B-57AC08C2DEA1}",1.64468902671,0.0915853009292,95,195.582700175336,272.229177157621,20.341214600712,14.2923488925914,13.6551224537215,19.6741207622162,14.8097052593681,0.116619495371556
"96",96,"Riddle Mountain","OR0009","OR","ORB00000","BLM","HORSE",32687.4035905,2005-01-01,28389.9578549,"LUPA001818","{6C592B6B-1A6B-4A22-BC75-3F974F1BF09D}",2015-12-30,2015-12-30,"{15E60A1A-CCCE-4586-B627-9893A893225F}",0.851080442037,0.0146078247631,96,113.505260854864,609.395996181156,9.83559082681942,9.6374634524733,12.0145742586073,31.2858613282415,18.7120353243034,8.02348986614158
"97",97,"Beatys Butte","OR0002","OR","ORL00000","BLM","HORSE",438109.126219,2003-11-14,399787.41995,"LUPA001816","{3216B9AC-B335-4EBE-9457-FCEAF9B157D8}",2015-12-30,2015-12-30,"{B3CA77D8-B67D-4044-8EC0-1ECBC638AFEA}",2.23125118783,0.193410493114,97,44.7923020277606,196.021498790644,6.77895761413781,24.1682020978698,15.6413493569439,15.5973930777732,22.9962335527736,0.0825625510000612
"98",98,"Sand Springs","OR0017","OR","ORV00000","BLM","HORSE",207394.062704,2002-12-01,192658.144652,"LUPA001817","{1DE224FE-F07C-46AB-97FD-0E211EE6A2D2}",2015-12-30,2015-12-30,"{444E9091-080E-4032-B061-0D435BC86FF3}",1.70732476981,0.0925952782772,98,181.189022936212,216.007184430987,19.2295754761382,17.0620917134699,14.6929646073233,16.112077594051,17.8688266762888,0.0542813215776097
"99",99,"Kiger","OR0010","OR","ORB00000","BLM","HORSE",30305.5425725,2005-01-01,26879.4182501,"LUPA001818","{D02C5CF9-B86D-423A-89B1-12C240FDC47D}",2015-12-30,2015-12-30,"{9A87E4B5-6088-4C9B-9673-6F0C48ECB79C}",0.932333375683,0.013535731443,99,221.063305739899,581.161681786724,21.0306281753462,8.60331443102625,12.647408488334,32.6935197454895,12.2738992580353,2.16977741058064
"100",100,"Three Fingers","OR0012","OR","ORV00000","BLM","HORSE",71542.4264824,2002-12-01,62770.2100881,"LUPA001817","{CB6F6081-79D8-49E7-B130-70A0988BC6B0}",2015-12-30,2015-12-30,"{5F0A829D-0486-4209-9FDD-776283C059CF}",1.1924851541,0.0321943387218,100,227.494134364885,474.847583710203,21.2876518287113,11.7070610923773,12.9280109170059,29.139139947445,8.4657524050119,0.297777126165853
"101",101,"Cold Springs","OR0013","OR","ORV00000","BLM","HORSE",32686.9749837,2002-12-01,29904.3446263,"LUPA001817","{BA4C6C90-A1EC-4EFB-A274-45B93E14FB28}",2015-12-30,2015-12-30,"{7D02EFEC-DB0D-4F19-9F8D-5E426B36AC0B}",0.743096594594,0.0147063767111,101,125.719359665019,355.928446219861,13.820253902103,16.4663908077761,12.7997027439401,27.0834835250026,14.8315565453118,0.117722287785344
"102",102,"Liggett Table","OR0037","OR","ORP00000","BLM","HORSE",28833.2125339,1989-01-01,28081.404821,"LUPA001806","{C087916F-5EE3-4042-A998-9006A9CAD852}",2015-12-30,2015-12-30,"{EDAF7914-0F90-4125-93C4-9F718F65EB49}",0.534211728922,0.0130927108789,102,65.5680894139834,424.850492276118,6.92236181601353,18.3834096014643,14.7083894944116,24.3703081232493,10.6655406717142,13.0596888260255
"103",103,"Sand Wash","CO0143","CO","CON01000","BLM","HORSE",158222.524762,1989-06-30,151435,"LUPA000607","{A474D8E9-577A-4986-9083-D38814D0CC72}",2016-05-05,2016-05-05,"{E9FF4250-EA15-4D25-81FF-216AF2308E1B}",1.34997140084,0.0682028314898,103,38.5833657213621,205.352477231659,5.49144476873883,30.2098595193652,14.138324390688,15.5404857458954,17.9299694505464,1.9481692156489
"104",104,"Spring Creek Basin","CO0384","CO","COS01000","BLM","HORSE",21853.6059165,1984-12-31,21043,"LUPA000612","{24ABDE68-454A-4FE8-89E9-2B2D8DD32C90}",2016-05-05,2016-05-05,"{70374FD4-087C-47FE-9D44-01C330B73D21}",0.436769165561,0.00904841826058,104,13.8746208291203,135.404384740077,3.01572856982362,25.5664451827243,14.149108446884,11.7800487906656,12.2996693790425,7.68341438361661
"105",105,"Piceance-East Douglas","CO0161","CO","CON05000","BLM","HORSE",190301.37923,1977-01-31,158332,"LUPA000605","{A52EA67B-7287-4959-B350-CAB4CE3BC7C9}",2016-05-05,2016-05-05,"{8EBE33DD-2005-4DEB-AE64-CD353ACDDF7B}",2.26201961739,0.0810811690394,105,5.84130743426327,136.922724687272,3.13448496710364,14.164080491945,15.8335430877341,12.2560765327374,16.1343971837672,21.2418995239098
"106",106,"PRYOR MOUNTAIN WILD HORSE RANGE","MT0251","MT","MT001000","BLM","HORSE",33120.3059378,1984-01-01,23815,"LUPA001206","{2E49CEE1-932E-45C9-A474-6A9BBDD0FA86}",2016-06-03,2016-06-03,"{964B8145-2389-49C8-8CFD-FD0C9160F259}",0.829750748937,0.0164525956905,106,30.0105781112092,314.950763459841,3.39206531332745,23.1793865842895,10.5760900264784,16.7135039717564,8.35120476610768,14.2927493380406
"107",107,"McGee Mountain","NV0210","NV","NVW01000","BLM","BURRO",41524.7756226,2015-05-21,41524.7756226,"LUPA001620","{DB917532-43EF-4274-8BFD-DF0A8032CB48}",2016-10-06,2016-10-06,"{13A2167A-EF47-4D02-93BA-4F9792CB10F5}",0.515251603823,0.0149385901425,107,103.557443397143,202.732834515596,13.6109658925275,21.6645855601982,16.2693421436206,16.0668691089301,16.5930813332038,0.0453891750072879
"108",108,"Tobin Range","NV0231","NV","NVW01000","BLM","HORSE",199723.443689,2015-05-21,199723.443689,"LUPA001620","{8012B26D-70A8-416F-9E89-2FDEF1300235}",2016-10-06,2016-10-06,"{09E81300-CECB-48C5-ACA2-A926B774193F}",2.00107525789,0.0851880483489,108,139.392339545396,110.005101740679,13.5851493648827,21.0073201112084,17.5295954670898,11.0055518942685,18.9700059594197,3.38585920934955
"109",109,"Fox-Lake Range","NV0228","NV","NVW03000","BLM","HORSE",179803.442065,2015-05-21,179803.442065,"LUPA001620","{AD301DD5-B2D8-4445-A0A7-CE17323A46C6}",2016-10-06,2016-10-06,"{5ADF8E35-BDE8-4B10-B412-3884C32669CD}",1.76633388357,0.0755529777136,109,202.094651697058,75.3093230032778,16.3212807474551,24.7300673824652,14.1697336422097,7.92042909461421,15.0947699287726,1.42932819393846
"110",110,"Jackson Mountains","NV0208","NV","NVW03000","BLM","HORSE",286430.134608,2015-05-21,286430.134608,"LUPA001620","{0C603E50-4AD7-40C4-A8D1-B97182ED811F}",2016-10-06,2016-10-06,"{BB1E261C-0219-4FE8-884D-35692974A8A0}",1.7874506868,0.11516557909,110,106.216899601818,112.102474229145,8.8531461695926,24.8034282521476,13.466149462763,11.2953548766291,20.1114241858201,2.32875514124308
"111",111,"Seven Troughs","NV0216","NV","NVW01000","BLM","BOTH",150396.711024,2015-05-21,150396.711024,"LUPA001620","{664D2BEB-7E40-49BC-92A0-EA894A6E127B}",2016-10-06,2016-10-06,"{A99578B5-398F-4592-AF2E-5DB7911C3E05}",1.26191375666,0.0499896073689,111,184.159140709914,91.5938162965202,14.2924079767973,23.2851164493836,15.756280187621,9.51752698359188,16.4355924765619,0.986676760690268
"112",112,"Kamma Mountains","NV0214","NV","NVW03000","BLM","HORSE",57955.0233345,2015-05-21,57955.0233345,"LUPA001620","{813F3F37-7CF2-48C4-B6E3-2096A74DF1FD}",2016-10-06,2016-10-06,"{0F176040-240D-4D6A-BD38-A60B1BA32D12}",0.706796957935,0.0196636517903,112,157.893943758725,36.3567782776017,14.0533457427556,27.9699477770145,14.7986349635473,6.53527821481596,15.6287920756975,0.15353705468271
"113",113,"Granite Range","NV0221","NV","NVW03000","BLM","HORSE",104991.430307,2015-05-21,104991.430307,"LUPA001620","{680CCF0A-E042-432F-A6DC-0E565659A58B}",2016-10-06,2016-10-06,"{C4396CEC-CDCB-4361-BD69-B0BC2DB0F0EA}",1.82877457501,0.0448952868357,113,139.699343349452,279.08135089794,16.2728666946001,14.4582770486154,13.6241399560292,19.4155098303451,18.2290899913773,1.86275534388008
"114",114,"North Stillwater","NV0229","NV","NVW01000","BLM","HORSE",180444.692573,2015-05-21,180444.692573,"LUPA001620","{D462DFC5-CFBB-4987-B397-CFF33BD1D5D3}",2016-10-06,2016-10-06,"{192DB60D-B27B-448D-AB1A-AD4014334778}",1.69677427287,0.0764764078462,114,128.466385150213,43.2776852472591,11.3137167578572,22.5544418130748,15.6265485145845,5.30602237571526,16.109881626351,7.21492613279195
"115",115,"Lava Beds","NV0215","NV","NVW01000","BLM","BOTH",235480.97795,2015-05-21,235480.97795,"LUPA001620","{A4008A4A-281D-4228-84E5-79D659AD6F82}",2016-10-06,2016-10-06,"{DC77ADAB-307C-47D0-B657-92C30F7DCAB6}",2.07774894355,0.0922191888491,115,126.006729254615,45.4522895532733,9.0893280196585,33.1868155755781,16.3854120723332,6.36326318442442,19.9135797996346,0.226392476844559
"116",116,"Buffalo Hills","NV0220","NV","NVW03000","BLM","HORSE",133437.47781,2015-05-21,133437.47781,"LUPA001620","{EB6AC601-40E5-4A9D-A032-95A497A633BC}",2016-10-06,2016-10-06,"{E244C42B-0404-45F6-959F-FB3DDDDB9E51}",1.23458195893,0.0541612038785,116,152.599956822976,179.538715175115,15.489418276754,16.2830066227119,14.3185016231611,13.6703300092388,18.2383103569882,2.52048562084404
"117",117,"Blue Wing Mountains","NV0217","NV","NVW01000","BLM","BOTH",18044.6921827,2015-05-21,18044.6921827,"LUPA001620","{FB4C135C-BACC-44B7-A9FD-858DF8B0499C}",2016-10-06,2016-10-06,"{E4013A6B-A4A3-4A72-88E9-732E9E28D5C9}",0.552116801452,0.00766169879062,117,38.7774791570062,15.6307028418393,5.07645427790028,31.588335494128,9.09712220003596,3.42688154744443,16.5000804383416,0.848984111061691
"118",118,"Little Book Cliffs","CO0766","CO","COS08000","BLM","HORSE",36055.654871,1987-01-31,35178,"LUPA000603","{C3D43397-A485-49BD-807F-7F72DC6EBE1F}",2016-11-02,2016-11-02,"{E50F00A4-C0DC-4039-8C2C-2B124D1326D3}",0.862168001706,0.0151941456702,118,7.20118937213771,119.732979262475,2.95398831661775,14.7380608644938,16.0082940540954,9.71220827397627,12.0569588787013,24.1134349335042
"119",119,"Divide Basin","WY0002","WY","WYD04000","BLM","HORSE",777614.261463,1997-08-08,561213,"LUPA002205","{A7DA8992-3EC8-42E6-8883-16D8B80F04AF}",2017-01-05,2017-01-05,"{088D7645-ACF8-488E-9D09-20BD5705D504}",3.42867910297,0.341800715125,119,3.93138522422115,183.735524364714,0.917175971262366,37.0493016055604,12.1764915976162,19.9338628188912,19.0899391724056,0.0403632700680175
"120",120,"Conant Creek","WY0029","WY","WYR05000","BLM","HORSE",57679.9664759,1987-06-09,49528,"LUPA002202","{B2BFB76B-BF10-4F3E-90A0-054E53BD78F5}",2017-01-05,2017-01-05,"{3A893FDC-F7A8-421D-8369-9D8ACB1954B5}",0.811059720975,0.0257250332365,120,12.9574669320572,288.828766639845,2.41858863055661,30.7020313669024,15.1483222518669,27.1115458998574,14.7265997543726,0.103067519304338
"121",121,"Dishpan Butte","WY0028","WY","WYR05000","BLM","HORSE",99321.2782275,1987-06-09,92282,"LUPA002202","{711CDA9C-876D-477C-AE6E-099CFE591622}",2017-01-05,2017-01-05,"{D07E014E-935C-42F4-BB3E-CB1461159E7D}",1.42772117203,0.0441262486801,121,18.5181720037259,395.452680707922,2.58112066723938,19.7440680141795,17.3344524206847,31.3414565909308,21.1042545067952,0.233571633110503
"122",122,"Adobe Town","WY0009","WY","WYD03000","BLM","HORSE",478992.045278,2008-12-24,444244,"LUPA002212","{C955BD32-7A50-40E1-B9E4-124E7D423109}",2017-01-05,2017-01-05,"{61E0F07D-E51F-43BD-8AA8-BF432AFBD068}",2.76133540072,0.208045479182,122,10.6153995463719,157.995114962291,2.22646459490983,43.7465167094263,10.7688291095602,15.0548267195818,16.9025649153541,0.460943961185019
"123",123,"McCullough Peaks","WY0012","WY","WYR02000","BLM","HORSE",120634.620143,2015-09-22,114304,"LUPA002203","{BEE41DE4-FA51-4BAE-93F0-5E5C0D8205BC}",2017-01-05,2017-01-05,"{D470855D-54FF-407F-855E-B77935A8C19C}",1.28016045545,0.0553027582482,123,39.2781119420336,247.857922757921,4.27016993992925,37.4727711229539,9.83252831784822,21.4986870606842,11.3751538549448,0.364358722081157
