sample_name,sample,copy,area_season,season,study.area,domestication,DESCRIPTION,state,grass_cover_percent,grass_cover,elevation,biome,latitude,longitude,collection_time,life_stage,sex_known,sex,BCS_known,horse_BCS,fecal_freshness,stud_pile,Other_notes
GM20_1,GM20,1,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2747.98,sagerush steppe,42.341745,-107.715815,7/15/2020 8:47,Adult,n,u,n,u,4,n,
GM20_2,GM20,2,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2747.98,sagerush steppe,42.341745,-107.715815,7/15/2020 8:47,Adult,n,u,n,u,4,n,
GM22_1,GM22,1,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2743.42,sagerush steppe,42.340243,-107.717896,7/15/2020 9:12,Adult,n,u,n,u,2,n,
GM22_2,GM22,2,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2743.42,sagerush steppe,42.340243,-107.717896,7/15/2020 9:12,Adult,n,u,n,u,2,n,
GM3_1,GM3,1,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2122.3,sagerush steppe,42.371436,-107.589341,7/14/2020 12:51,Adult,n,u,n,u,4,y,
GM3_2,GM3,2,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2122.3,sagerush steppe,42.371436,-107.589341,7/14/2020 12:51,Adult,n,u,n,u,4,y,
GM5_1,GM5,1,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2152.91,sagerush steppe,42.362681,-107.597634,7/14/2020 13:14,Adult,n,u,n,u,4,n,
GM5_2,GM5,2,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2152.91,sagerush steppe,42.362681,-107.597634,7/14/2020 13:14,Adult,n,u,n,u,4,n,
GM8_1,GM8,1,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2236.81,sagerush steppe,42.342005,-107.623382,7/14/2020 13:56,Adult,n,u,n,u,4,y,
GM8_2,GM8,2,GM,summer,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2236.81,sagerush steppe,42.342005,-107.623382,7/14/2020 13:56,Adult,n,u,n,u,4,y,
LBC10_1,LBC10,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2067.58,sagerush steppe,39.27245,-108.535857,7/17/2020 14:23,Adult,n,u,n,u,5,y,
LBC10_2,LBC10,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2067.58,sagerush steppe,39.27245,-108.535857,7/17/2020 14:23,Adult,n,u,n,u,5,y,
LBC14_1,LBC14,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2084.39,sagerush steppe,39.230511,-108.468829,7/17/2020 17:25,Adult,n,u,n,u,5,n,
LBC14_2,LBC14,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2084.39,sagerush steppe,39.230511,-108.468829,7/17/2020 17:25,Adult,n,u,n,u,5,n,
LBC16_1,LBC16,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2020.55,sagerush steppe,39.233125,-108.420056,7/17/2020 18:38,Adult,n,u,n,u,4,y,
LBC16_2,LBC16,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2020.55,sagerush steppe,39.233125,-108.420056,7/17/2020 18:38,Adult,n,u,n,u,4,y,
LBC17_1,LBC17,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2028.97,sagerush steppe,39.235243,-108.432846,7/18/2020 7:13,Adult,n,u,n,u,2,n,
LBC17_2,LBC17,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2028.97,sagerush steppe,39.235243,-108.432846,7/18/2020 7:13,Adult,n,u,n,u,2,n,
LBC18_1,LBC18,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2031.37,sagerush steppe,39.234896,-108.432865,7/18/2020 7:16,Adult,y,stallion,y,5,2,y,"note: known horse, but scored 2 because I had to wait for horses to move to collct over an hour, stud pile"
LBC18_2,LBC18,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2031.37,sagerush steppe,39.234896,-108.432865,7/18/2020 7:16,Adult,y,stallion,y,5,2,y,"note: known horse, but scored 2 because I had to wait for horses to move to collct over an hour, stud pile"
LBC1_1,LBC1,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2053.07,sagerush steppe,39.22877,-108.45733,7/18/2020 7:33,Adult,n,u,n,u,3,n,
LBC1_2,LBC1,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2053.07,sagerush steppe,39.22877,-108.45733,7/18/2020 7:33,Adult,n,u,n,u,3,n,
LBC20_1,LBC20,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2103.27,sagerush steppe,39.269263,-108.535178,7/17/2020 14:28,Adult,n,u,n,u,4,n,
LBC20_2,LBC20,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2103.27,sagerush steppe,39.269263,-108.535178,7/17/2020 14:28,Adult,n,u,n,u,4,n,
LBC21_1,LBC21,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2094.05,sagerush steppe,39.21815,-108.488923,7/18/2020 9:17,Adult,n,u,n,u,3,n,
LBC21_2,LBC21,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2094.05,sagerush steppe,39.21815,-108.488923,7/18/2020 9:17,Adult,n,u,n,u,3,n,
LBC22_1,LBC22,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2093.85,sagerush steppe,39.218158,-108.488929,7/18/2020 9:20,Adult,n,u,n,u,4,n,
LBC22_2,LBC22,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2093.85,sagerush steppe,39.218158,-108.488929,7/18/2020 9:20,Adult,n,u,n,u,4,n,
LBC23_1,LBC23,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2064.5,sagerush steppe,39.216824,-108.486272,7/18/2020 9:29,Adult,n,u,n,u,4,n,
LBC23_2,LBC23,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2064.5,sagerush steppe,39.216824,-108.486272,7/18/2020 9:29,Adult,n,u,n,u,4,n,
LBC24_1,LBC24,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1984.67,sagerush steppe,39.207201,-108.466545,7/18/2020 9:45,Adult,n,u,n,u,5,n,
LBC24_2,LBC24,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1984.67,sagerush steppe,39.207201,-108.466545,7/18/2020 9:45,Adult,n,u,n,u,5,n,
LBC2_1,LBC2,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1990.77,sagerush steppe,39.198917,-108.437899,7/18/2020 10:32,Adult,n,u,n,u,5,y,
LBC2_2,LBC2,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1990.77,sagerush steppe,39.198917,-108.437899,7/18/2020 10:32,Adult,n,u,n,u,5,y,
LBC3_1,LBC3,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2129.09,sagerush steppe,39.262475,-108.529257,7/17/2020 14:37,Adult,y,stallion,y,5,1,y,
LBC3_2,LBC3,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2129.09,sagerush steppe,39.262475,-108.529257,7/17/2020 14:37,Adult,y,stallion,y,5,1,y,
LBC5_1,LBC5,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2109.95,sagerush steppe,39.263032,-108.519796,7/17/2020 14:57,Adult,n,u,n,u,5,y,
LBC5_2,LBC5,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2109.95,sagerush steppe,39.263032,-108.519796,7/17/2020 14:57,Adult,n,u,n,u,5,y,
LBC8_1,LBC8,1,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2074.02,sagerush steppe,39.268048,-108.519032,7/17/2020 15:24,Adult,n,u,n,u,5,y,
LBC8_2,LBC8,2,LBC,summer,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2074.02,sagerush steppe,39.268048,-108.519032,7/17/2020 15:24,Adult,n,u,n,u,5,y,
MP10_1,MP10,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1485.44,sagerush steppe,44.470703,-108.660131,7/22/2020 17:46,Adult,n,u,n,u,2,y,
MP10_2,MP10,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1485.44,sagerush steppe,44.470703,-108.660131,7/22/2020 17:46,Adult,n,u,n,u,2,y,
MP11_1,MP11,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1452.98,sagerush steppe,44.482974,-108.570353,7/23/2020 8:54,Adult,n,u,n,u,2,y,
MP11_2,MP11,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1452.98,sagerush steppe,44.482974,-108.570353,7/23/2020 8:54,Adult,n,u,n,u,2,y,
MP12_1,MP12,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1452.9,sagerush steppe,44.483257,-108.570293,7/23/2020 9:00,Adult,n,u,n,u,3,u,
MP12_2,MP12,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1452.9,sagerush steppe,44.483257,-108.570293,7/23/2020 9:00,Adult,n,u,n,u,3,u,
MP13_1,MP13,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1450.59,sagerush steppe,44.484533,-108.566531,7/23/2020 9:24,Adult,n,u,n,u,2,n,
MP13_2,MP13,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1450.59,sagerush steppe,44.484533,-108.566531,7/23/2020 9:24,Adult,n,u,n,u,2,n,
MP14_1,MP14,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1449.17,sagerush steppe,44.484167,-108.566194,7/23/2020 9:31,Adult,n,u,n,u,2,n,
MP14_2,MP14,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1449.17,sagerush steppe,44.484167,-108.566194,7/23/2020 9:31,Adult,n,u,n,u,2,n,
MP15_1,MP15,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1450.29,sagerush steppe,44.484188,-108.56625,7/23/2020 9:36,Adult,n,u,n,u,3,n,
MP15_2,MP15,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1450.29,sagerush steppe,44.484188,-108.56625,7/23/2020 9:36,Adult,n,u,n,u,3,n,
MP16_1,MP16,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1449.53,sagerush steppe,44.48424,-108.566311,7/23/2020 9:42,Adult,y,stallion,y,5,1,n,
MP16_2,MP16,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1449.53,sagerush steppe,44.48424,-108.566311,7/23/2020 9:42,Adult,y,stallion,y,5,1,n,
MP17_1,MP17,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1448.19,sagerush steppe,44.484065,-108.566998,7/23/2020 9:50,Adult,n,u,n,u,2,n,
MP17_2,MP17,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1448.19,sagerush steppe,44.484065,-108.566998,7/23/2020 9:50,Adult,n,u,n,u,2,n,
MP1_1,MP1,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1450.12,sagerush steppe,44.484214,-108.567216,7/23/2020 9:55,Adult,y,stallion,y,5,1,n,
MP1_2,MP1,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1450.12,sagerush steppe,44.484214,-108.567216,7/23/2020 9:55,Adult,y,stallion,y,5,1,n,
MP2_1,MP2,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1485.38,sagerush steppe,44.470824,-108.660244,7/22/2020 17:47,Adult,n,u,n,u,3,n,
MP2_2,MP2,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1485.38,sagerush steppe,44.470824,-108.660244,7/22/2020 17:47,Adult,n,u,n,u,3,n,
MP3_1,MP3,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1484.64,sagerush steppe,44.470933,-108.66014,7/22/2020 17:51,Adult,n,u,n,u,2,n,
MP3_2,MP3,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1484.64,sagerush steppe,44.470933,-108.66014,7/22/2020 17:51,Adult,n,u,n,u,2,n,
MP4_1,MP4,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1483.4,sagerush steppe,44.471168,-108.660396,7/22/2020 17:53,Adult,n,u,n,u,2,n,
MP4_2,MP4,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1483.4,sagerush steppe,44.471168,-108.660396,7/22/2020 17:53,Adult,n,u,n,u,2,n,
MP6_1,MP6,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1481.46,sagerush steppe,44.471006,-108.660446,7/22/2020 17:59,Adult,n,u,n,u,3,n,
MP6_2,MP6,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1481.46,sagerush steppe,44.471006,-108.660446,7/22/2020 17:59,Adult,n,u,n,u,3,n,
MP7_1,MP7,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1480.75,sagerush steppe,44.471078,-108.660733,7/22/2020 18:05,Adult,n,u,n,u,4,n,
MP7_2,MP7,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1480.75,sagerush steppe,44.471078,-108.660733,7/22/2020 18:05,Adult,n,u,n,u,4,n,
MP9_1,MP9,1,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1478.74,sagerush steppe,44.472003,-108.660907,7/22/2020 18:16,Adult,n,u,n,u,4,y,
MP9_2,MP9,2,MP,summer,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1478.74,sagerush steppe,44.472003,-108.660907,7/22/2020 18:16,Adult,n,u,n,u,4,y,
NH10_1,NH10,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1744.49,sagerush steppe,37.624115,-113.928844,5/23/2020 15:05,Adult,n,u,n,u,5,n,
NH10_2,NH10,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1744.49,sagerush steppe,37.624115,-113.928844,5/23/2020 15:05,Adult,n,u,n,u,5,n,
NH11_1,NH11,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1581.68,sagerush steppe,37.705018,-113.838764,6/2/2020 9:27,Adult,n,u,n,u,4,y,
NH11_2,NH11,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1581.68,sagerush steppe,37.705018,-113.838764,6/2/2020 9:27,Adult,n,u,n,u,4,y,
NH12_1,NH12,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1584.55,sagerush steppe,37.703739,-113.839491,6/2/2020 9:54,Adult,n,u,n,u,4,n,
NH12_2,NH12,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1584.55,sagerush steppe,37.703739,-113.839491,6/2/2020 9:54,Adult,n,u,n,u,4,n,
NH13_1,NH13,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1582.56,sagerush steppe,37.703542,-113.839415,6/2/2020 9:58,Adult,n,u,n,u,4,y,
NH13_2,NH13,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1582.56,sagerush steppe,37.703542,-113.839415,6/2/2020 9:58,Adult,n,u,n,u,4,y,
NH14_1,NH14,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1670.86,sagerush steppe,37.589163,-113.747351,6/2/2020 11:51,Adult,n,u,n,u,5,n,
NH14_2,NH14,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1670.86,sagerush steppe,37.589163,-113.747351,6/2/2020 11:51,Adult,n,u,n,u,5,n,
NH15_1,NH15,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1902.44,sagerush steppe,37.652794,-113.863483,6/2/2020 13:34,Adult,n,u,n,u,5,y,
NH15_2,NH15,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1902.44,sagerush steppe,37.652794,-113.863483,6/2/2020 13:34,Adult,n,u,n,u,5,y,
NH16_1,NH16,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1845.86,sagerush steppe,37.632309,-113.85966,6/2/2020 14:24,Adult,n,u,n,u,4,y,
NH16_2,NH16,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1845.86,sagerush steppe,37.632309,-113.85966,6/2/2020 14:24,Adult,n,u,n,u,4,y,
NH17_1,NH17,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1804.09,sagerush steppe,37.621609,-113.930039,6/14/2020 10:37,Adult,n,u,y,4,2,n,note: saw horse poo but scored 2 since I had to hike back to cooler
NH17_2,NH17,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1804.09,sagerush steppe,37.621609,-113.930039,6/14/2020 10:37,Adult,n,u,y,4,2,n,note: saw horse poo but scored 2 since I had to hike back to cooler
NH1_1,NH1,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1762.86,sagerush steppe,37.624507,-113.930122,6/14/2020 14:59,Adult,n,u,y,5,2,n,note: saw horse poo but scored 2 since I had to hike back to cooler
NH1_2,NH1,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1762.86,sagerush steppe,37.624507,-113.930122,6/14/2020 14:59,Adult,n,u,y,5,2,n,note: saw horse poo but scored 2 since I had to hike back to cooler
NH2_1,NH2,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1746.18,sagerush steppe,37.623824,-113.929161,5/23/2020 15:09,Adult,n,u,n,u,5,n,
NH2_2,NH2,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1746.18,sagerush steppe,37.623824,-113.929161,5/23/2020 15:09,Adult,n,u,n,u,5,n,
NH3_1,NH3,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1745.19,sagerush steppe,37.623751,-113.929614,5/23/2020 15:21,Adult,n,u,n,u,4,n,
NH3_2,NH3,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1745.19,sagerush steppe,37.623751,-113.929614,5/23/2020 15:21,Adult,n,u,n,u,4,n,
NH5_1,NH5,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1816.42,sagerush steppe,37.618156,-113.932243,5/23/2020 16:46,Adult,n,u,n,u,4,n,
NH5_2,NH5,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1816.42,sagerush steppe,37.618156,-113.932243,5/23/2020 16:46,Adult,n,u,n,u,4,n,
NH6_1,NH6,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1593.94,sagerush steppe,37.707442,-113.83806,6/2/2020 8:49,Adult,n,u,n,u,4,n,
NH6_2,NH6,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1593.94,sagerush steppe,37.707442,-113.83806,6/2/2020 8:49,Adult,n,u,n,u,4,n,
NH7_1,NH7,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1586.02,sagerush steppe,37.707255,-113.838334,6/2/2020 8:57,Adult,n,u,n,u,3,y,
NH7_2,NH7,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1586.02,sagerush steppe,37.707255,-113.838334,6/2/2020 8:57,Adult,n,u,n,u,3,y,
NH8_1,NH8,1,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1585.76,sagerush steppe,37.706959,-113.840366,6/2/2020 9:03,Adult,n,u,n,u,3,y,
NH8_2,NH8,2,NH,summer,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1585.76,sagerush steppe,37.706959,-113.840366,6/2/2020 9:03,Adult,n,u,n,u,3,y,
ON10_1,ON10,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1497.63,sagerush steppe,40.096836,-112.727875,6/16/2020 18:31,Adult,n,u,n,u,2,u,
ON10_2,ON10,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1497.63,sagerush steppe,40.096836,-112.727875,6/16/2020 18:31,Adult,n,u,n,u,2,u,
ON12_1,ON12,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1551.3,sagerush steppe,40.020208,-112.790988,6/16/2020 20:14,Adult,n,u,n,u,2,n,
ON12_2,ON12,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1551.3,sagerush steppe,40.020208,-112.790988,6/16/2020 20:14,Adult,n,u,n,u,2,n,
ON13_1,ON13,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1573.07,sagerush steppe,40.019305,-112.789094,6/16/2020 20:36,Adult,n,u,n,u,2,n,
ON13_2,ON13,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1573.07,sagerush steppe,40.019305,-112.789094,6/16/2020 20:36,Adult,n,u,n,u,2,n,
ON15_1,ON15,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1567.06,sagerush steppe,40.019131,-112.78983,6/16/2020 20:42,Adult,n,u,n,u,2,n,
ON15_2,ON15,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1567.06,sagerush steppe,40.019131,-112.78983,6/16/2020 20:42,Adult,n,u,n,u,2,n,
ON16_1,ON16,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1364.34,sagerush steppe,40.024161,-112.856012,6/17/2020 9:39,Adult,n,u,n,u,2,n,
ON16_2,ON16,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1364.34,sagerush steppe,40.024161,-112.856012,6/17/2020 9:39,Adult,n,u,n,u,2,n,
ON18_1,ON18,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1367.98,sagerush steppe,40.029876,-112.860776,6/17/2020 10:01,Adult,y,stallion,y,5,1,y,
ON18_2,ON18,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1367.98,sagerush steppe,40.029876,-112.860776,6/17/2020 10:01,Adult,y,stallion,y,5,1,y,
ON19_1,ON19,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1367.91,sagerush steppe,40.029558,-112.861124,6/17/2020 10:04,Adult,y,mare,y,5,1,n,
ON19_2,ON19,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1367.91,sagerush steppe,40.029558,-112.861124,6/17/2020 10:04,Adult,y,mare,y,5,1,n,
ON20_1,ON20,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1368.8,sagerush steppe,40.018957,-112.856453,6/17/2020 11:18,Adult,y,mare,y,5,2,n,saw horse poo- score 2 because I had to wait to collect and sample dried a good amount
ON20_2,ON20,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1368.8,sagerush steppe,40.018957,-112.856453,6/17/2020 11:18,Adult,y,mare,y,5,2,n,saw horse poo- score 2 because I had to wait to collect and sample dried a good amount
ON21_1,ON21,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1368.04,sagerush steppe,40.02168,-112.858365,6/17/2020 11:28,Adult,n,u,y,5,1,n,
ON21_2,ON21,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1368.04,sagerush steppe,40.02168,-112.858365,6/17/2020 11:28,Adult,n,u,y,5,1,n,
ON24_1,ON24,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1535.46,sagerush steppe,40.145651,-112.678454,6/17/2020 15:21,Adult,n,u,n,u,2,n,
ON24_2,ON24,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1535.46,sagerush steppe,40.145651,-112.678454,6/17/2020 15:21,Adult,n,u,n,u,2,n,
ON25_1,ON25,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1534.68,sagerush steppe,40.146073,-112.678176,6/17/2020 15:29,Adult,n,u,n,u,2,n,
ON25_2,ON25,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1534.68,sagerush steppe,40.146073,-112.678176,6/17/2020 15:29,Adult,n,u,n,u,2,n,
ON3_1,ON3,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1509.2,sagerush steppe,40.10062,-112.724612,6/16/2020 17:40,Adult,n,u,n,u,2,n,
ON3_2,ON3,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1509.2,sagerush steppe,40.10062,-112.724612,6/16/2020 17:40,Adult,n,u,n,u,2,n,
ON4_1,ON4,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1509.27,sagerush steppe,40.100577,-112.724816,6/16/2020 17:44,Adult,n,u,n,u,2,n,
ON4_2,ON4,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1509.27,sagerush steppe,40.100577,-112.724816,6/16/2020 17:44,Adult,n,u,n,u,2,n,
ON5_1,ON5,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1510.16,sagerush steppe,40.099007,-112.723593,6/16/2020 18:00,Adult,y,mare,y,6,1,n,
ON5_2,ON5,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1510.16,sagerush steppe,40.099007,-112.723593,6/16/2020 18:00,Adult,y,mare,y,6,1,n,
ON9_1,ON9,1,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1498.51,sagerush steppe,40.097123,-112.72742,6/16/2020 18:25,Adult,n,u,n,u,2,y,
ON9_2,ON9,2,ON,summer,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1498.51,sagerush steppe,40.097123,-112.72742,6/16/2020 18:25,Adult,n,u,n,u,2,y,
