sample_name,sample,copy,area_season,season,study.area,domestication,DESCRIPTION,state,grass_cover_percent,grass_cover,elevation,biome,latitude,longitude,collection_time,life_stage,sex_known,sex,BCS_known,horse_BCS,fecal_freshness,stud_pile,Other_notes
PB12_1,PB12,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1369.78,sagerush steppe,43.500526,-119.310064,7/3/2020 14:12,Adult,n,u,n,u,3,y,
PB12_2,PB12,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1369.78,sagerush steppe,43.500526,-119.310064,7/3/2020 14:12,Adult,n,u,n,u,3,y,
PB14_1,PB14,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1325.14,sagerush steppe,43.466238,-119.370845,7/3/2020 17:09,Adult,n,u,n,u,4,y,
PB14_2,PB14,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1325.14,sagerush steppe,43.466238,-119.370845,7/3/2020 17:09,Adult,n,u,n,u,4,y,
PB16_1,PB16,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1326.26,sagerush steppe,43.466455,-119.370518,7/3/2020 17:16,Adult,n,u,n,u,4,y,
PB16_2,PB16,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1326.26,sagerush steppe,43.466455,-119.370518,7/3/2020 17:16,Adult,n,u,n,u,4,y,
PB17_1,PB17,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1319.45,sagerush steppe,43.4603,-119.358214,7/3/2020 17:53,Adult,n,u,n,u,4,n,
PB17_2,PB17,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1319.45,sagerush steppe,43.4603,-119.358214,7/3/2020 17:53,Adult,n,u,n,u,4,n,
PB18_1,PB18,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1325.4,sagerush steppe,43.454809,-119.35811,7/3/2020 18:32,Adult,n,u,n,u,3,n,
PB18_2,PB18,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1325.4,sagerush steppe,43.454809,-119.35811,7/3/2020 18:32,Adult,n,u,n,u,3,n,
PB19_1,PB19,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1328.91,sagerush steppe,43.454393,-119.358731,7/3/2020 18:35,Adult,n,u,n,u,3,n,
PB19_2,PB19,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1328.91,sagerush steppe,43.454393,-119.358731,7/3/2020 18:35,Adult,n,u,n,u,3,n,
PB1_1,PB1,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1338.66,sagerush steppe,43.454052,-119.359309,7/3/2020 18:39,Adult,n,u,n,u,2,n,
PB1_2,PB1,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1338.66,sagerush steppe,43.454052,-119.359309,7/3/2020 18:39,Adult,n,u,n,u,2,n,
PB20_1,PB20,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1374.58,sagerush steppe,43.501472,-119.310511,7/3/2020 14:20,Adult,y,stallion,y,6,1,n,
PB20_2,PB20,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1374.58,sagerush steppe,43.501472,-119.310511,7/3/2020 14:20,Adult,y,stallion,y,6,1,n,
PB21_1,PB21,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1339.57,sagerush steppe,43.454073,-119.359364,7/3/2020 18:42,Adult,n,u,n,u,2,n,
PB21_2,PB21,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1339.57,sagerush steppe,43.454073,-119.359364,7/3/2020 18:42,Adult,n,u,n,u,2,n,
PB2_1,PB2,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1339.31,sagerush steppe,43.453981,-119.359295,7/3/2020 18:44,Adult,n,u,n,u,2,n,
PB2_2,PB2,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1339.31,sagerush steppe,43.453981,-119.359295,7/3/2020 18:44,Adult,n,u,n,u,2,n,
PB4_1,PB4,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1374.13,sagerush steppe,43.50144,-119.310273,7/3/2020 14:25,Adult,n,u,n,u,4,n,
PB4_2,PB4,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1374.13,sagerush steppe,43.50144,-119.310273,7/3/2020 14:25,Adult,n,u,n,u,4,n,
PB5_1,PB5,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1374.14,sagerush steppe,43.500958,-119.310093,7/3/2020 14:32,Adult,n,u,n,u,3,y,
PB5_2,PB5,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1374.14,sagerush steppe,43.500958,-119.310093,7/3/2020 14:32,Adult,n,u,n,u,3,y,
PB7_1,PB7,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1320.51,sagerush steppe,43.454468,-119.322023,7/3/2020 15:31,Adult,n,u,n,u,4,y,
PB7_2,PB7,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1320.51,sagerush steppe,43.454468,-119.322023,7/3/2020 15:31,Adult,n,u,n,u,4,y,
PB8_1,PB8,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1321.21,sagerush steppe,43.454442,-119.321133,7/3/2020 15:37,Adult,n,u,n,u,4,n,
PB8_2,PB8,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1321.21,sagerush steppe,43.454442,-119.321133,7/3/2020 15:37,Adult,n,u,n,u,4,n,
PB9_1,PB9,1,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1322.64,sagerush steppe,43.45552,-119.322595,7/3/2020 15:48,Adult,n,u,n,u,4,n,
PB9_2,PB9,2,PB,summer,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1322.64,sagerush steppe,43.45552,-119.322595,7/3/2020 15:48,Adult,n,u,n,u,4,n,
PN12_1,PN12,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1493.01,sagerush steppe,39.24811,-119.497036,6/26/2020 20:26,Adult,n,u,n,u,2,n,
PN12_2,PN12,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1493.01,sagerush steppe,39.24811,-119.497036,6/26/2020 20:26,Adult,n,u,n,u,2,n,
PN13_1,PN13,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1483.6,sagerush steppe,39.248476,-119.496869,6/27/2020 16:31,Adult,y,mare,y,5,1,n,
PN13_2,PN13,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1483.6,sagerush steppe,39.248476,-119.496869,6/27/2020 16:31,Adult,y,mare,y,5,1,n,
PN14_1,PN14,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1548.84,sagerush steppe,39.248335,-119.483174,6/27/2020 16:58,Adult,n,u,n,u,3,n,
PN14_2,PN14,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1548.84,sagerush steppe,39.248335,-119.483174,6/27/2020 16:58,Adult,n,u,n,u,3,n,
PN15_1,PN15,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1583.14,sagerush steppe,39.246516,-119.479074,6/27/2020 17:41,Adult,n,u,n,u,2,y,
PN15_2,PN15,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1583.14,sagerush steppe,39.246516,-119.479074,6/27/2020 17:41,Adult,n,u,n,u,2,y,
PN16_1,PN16,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1582.53,sagerush steppe,39.246644,-119.479099,6/27/2020 17:43,Adult,n,u,n,u,2,n,
PN16_2,PN16,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1582.53,sagerush steppe,39.246644,-119.479099,6/27/2020 17:43,Adult,n,u,n,u,2,n,
PN17_1,PN17,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1583.61,sagerush steppe,39.246686,-119.479125,6/27/2020 17:46,Adult,n,u,n,u,2,n,
PN17_2,PN17,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1583.61,sagerush steppe,39.246686,-119.479125,6/27/2020 17:46,Adult,n,u,n,u,2,n,
PN1_1,PN1,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1582.83,sagerush steppe,39.24673,-119.479172,6/27/2020 17:50,Adult,n,u,n,u,2,n,
PN1_2,PN1,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1582.83,sagerush steppe,39.24673,-119.479172,6/27/2020 17:50,Adult,n,u,n,u,2,n,
PN20_1,PN20,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1492.51,sagerush steppe,39.248056,-119.497143,6/26/2020 20:29,Adult,n,u,n,u,3,n,
PN20_2,PN20,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1492.51,sagerush steppe,39.248056,-119.497143,6/26/2020 20:29,Adult,n,u,n,u,3,n,
PN21_1,PN21,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1414.03,sagerush steppe,39.215177,-119.570495,6/28/2020 10:50,Adult,y,mare,y,5,1,n,
PN21_2,PN21,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1414.03,sagerush steppe,39.215177,-119.570495,6/28/2020 10:50,Adult,y,mare,y,5,1,n,
PN22_1,PN22,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1418.03,sagerush steppe,39.214648,-119.570877,6/28/2020 10:57,Adult,y,stallion,y,5,1,n,
PN22_2,PN22,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1418.03,sagerush steppe,39.214648,-119.570877,6/28/2020 10:57,Adult,y,stallion,y,5,1,n,
PN23_1,PN23,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1411.21,sagerush steppe,39.215368,-119.570715,6/28/2020 11:02,Adult,n,u,n,u,3,n,
PN23_2,PN23,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1411.21,sagerush steppe,39.215368,-119.570715,6/28/2020 11:02,Adult,n,u,n,u,3,n,
PN2_1,PN2,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1411.09,sagerush steppe,39.215634,-119.57117,6/28/2020 11:11,Adult,n,u,n,u,3,n,
PN2_2,PN2,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1411.09,sagerush steppe,39.215634,-119.57117,6/28/2020 11:11,Adult,n,u,n,u,3,n,
PN3_1,PN3,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1489.35,sagerush steppe,39.248295,-119.497004,6/26/2020 20:35,Adult,n,u,n,u,1,n,
PN3_2,PN3,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1489.35,sagerush steppe,39.248295,-119.497004,6/26/2020 20:35,Adult,n,u,n,u,1,n,
PN4_1,PN4,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1489.98,sagerush steppe,39.248375,-119.496916,6/26/2020 20:38,Adult,n,u,n,u,2,n,
PN4_2,PN4,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1489.98,sagerush steppe,39.248375,-119.496916,6/26/2020 20:38,Adult,n,u,n,u,2,n,
PN5_1,PN5,1,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1488.47,sagerush steppe,39.248428,-119.496926,6/26/2020 20:40,Adult,n,u,n,u,2,n,
PN5_2,PN5,2,PN,summer,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1488.47,sagerush steppe,39.248428,-119.496926,6/26/2020 20:40,Adult,n,u,n,u,2,n,
RR10_1,RR10,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1394.06,desert,35.899851,-115.465468,6/7/2020 8:13,Adult,y,stallion,y,5,1,y,"Nicholas- 3yr old stud, stud pile"
RR10_2,RR10,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1394.06,desert,35.899851,-115.465468,6/7/2020 8:13,Adult,y,stallion,y,5,1,y,"Nicholas- 3yr old stud, stud pile"
RR11_1,RR11,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1310.98,desert,35.870767,-115.476102,6/7/2020 10:34,Adult,y,stallion,y,5,1,n,tommy
RR11_2,RR11,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1310.98,desert,35.870767,-115.476102,6/7/2020 10:34,Adult,y,stallion,y,5,1,n,tommy
RR12_1,RR12,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1312.55,desert,35.870775,-115.4761,6/7/2020 10:51,Adult,n,u,n,u,3,n,
RR12_2,RR12,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1312.55,desert,35.870775,-115.4761,6/7/2020 10:51,Adult,n,u,n,u,3,n,
RR13_1,RR13,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1312.45,desert,35.870746,-115.47602,6/7/2020 10:54,Adult,n,u,n,u,3,n,
RR13_2,RR13,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1312.45,desert,35.870746,-115.47602,6/7/2020 10:54,Adult,n,u,n,u,3,n,
RR16_1,RR16,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1310.44,desert,35.870769,-115.476006,6/7/2020 10:56,Adult,n,u,n,u,2,n,
RR16_2,RR16,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1310.44,desert,35.870769,-115.476006,6/7/2020 10:56,Adult,n,u,n,u,2,n,
RR18_1,RR18,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1363.03,desert,35.889725,-115.467863,6/7/2020 11:57,Adult,y,stallion,y,5,1,y,ridgecrest- on stud pile 
RR18_2,RR18,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1363.03,desert,35.889725,-115.467863,6/7/2020 11:57,Adult,y,stallion,y,5,1,y,ridgecrest- on stud pile 
RR19_1,RR19,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1361.15,desert,35.892313,-115.467079,6/7/2020 12:25,Adult,y,stallion,y,6,1,n,"smokey joe, farily wet cowpie soft poo "
RR19_2,RR19,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1361.15,desert,35.892313,-115.467079,6/7/2020 12:25,Adult,y,stallion,y,6,1,n,"smokey joe, farily wet cowpie soft poo "
RR1_1,RR1,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1247.84,desert,35.863499,-115.460628,6/7/2020 14:34,Adult,y,mare,y,3,1,n,"mama palamino, 20+, foaled nearly every year, has foal"
RR1_2,RR1,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1247.84,desert,35.863499,-115.460628,6/7/2020 14:34,Adult,y,mare,y,3,1,n,"mama palamino, 20+, foaled nearly every year, has foal"
RR2_1,RR2,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1394.62,desert,35.899833,-115.465555,6/7/2020 8:15,Adult,y,stallion,y,5,1,n,"Diego- 3yr old stud, "
RR2_2,RR2,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1394.62,desert,35.899833,-115.465555,6/7/2020 8:15,Adult,y,stallion,y,5,1,n,"Diego- 3yr old stud, "
RR3_1,RR3,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1279.72,desert,35.872933,-115.472108,6/7/2020 9:26,Adult,n,u,n,u,3,n,
RR3_2,RR3,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1279.72,desert,35.872933,-115.472108,6/7/2020 9:26,Adult,n,u,n,u,3,n,
RR4_1,RR4,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1305.47,desert,35.871201,-115.476028,6/7/2020 9:54,Adult,n,u,n,u,4,n,
RR4_2,RR4,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1305.47,desert,35.871201,-115.476028,6/7/2020 9:54,Adult,n,u,n,u,4,n,
RR5_1,RR5,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1315.1,desert,35.87079,-115.477416,6/7/2020 10:13,Adult,n,u,n,u,3,n,
RR5_2,RR5,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1315.1,desert,35.87079,-115.477416,6/7/2020 10:13,Adult,n,u,n,u,3,n,
RR6_1,RR6,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1314.87,desert,35.870673,-115.477178,6/7/2020 10:17,Adult,n,u,n,u,2,n,
RR6_2,RR6,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1314.87,desert,35.870673,-115.477178,6/7/2020 10:17,Adult,n,u,n,u,2,n,
RR8_1,RR8,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1311.14,desert,35.870831,-115.476287,6/7/2020 10:28,Adult,n,u,n,u,3,n,
RR8_2,RR8,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1311.14,desert,35.870831,-115.476287,6/7/2020 10:28,Adult,n,u,n,u,3,n,
RR9_1,RR9,1,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1312.51,desert,35.870691,-115.476216,6/7/2020 10:31,Adult,y,stallion,y,5,1,n,promise
RR9_2,RR9,2,RR,summer,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1312.51,desert,35.870691,-115.476216,6/7/2020 10:31,Adult,y,stallion,y,5,1,n,promise
SB10_1,SB10,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1286.56,sagebrush steppe,43.41931,-117.008925,7/8/2020 13:13,Adult,n,u,n,u,4,y,
SB10_2,SB10,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1286.56,sagebrush steppe,43.41931,-117.008925,7/8/2020 13:13,Adult,n,u,n,u,4,y,
SB11_1,SB11,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1422.67,sagebrush steppe,43.415514,-117.020904,7/8/2020 19:01,Adult,n,u,n,u,1,y,
SB11_2,SB11,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1422.67,sagebrush steppe,43.415514,-117.020904,7/8/2020 19:01,Adult,n,u,n,u,1,y,
SB12_1,SB12,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1423.54,sagebrush steppe,43.415555,-117.020986,7/8/2020 19:03,Adult,n,u,n,u,1,n,
SB12_2,SB12,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1423.54,sagebrush steppe,43.415555,-117.020986,7/8/2020 19:03,Adult,n,u,n,u,1,n,
SB13_1,SB13,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1449.95,sagebrush steppe,43.416016,-117.023231,7/8/2020 19:09,Adult,n,u,n,u,3,n,
SB13_2,SB13,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1449.95,sagebrush steppe,43.416016,-117.023231,7/8/2020 19:09,Adult,n,u,n,u,3,n,
SB14_1,SB14,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1438.24,sagebrush steppe,43.415836,-117.021956,7/8/2020 19:15,Adult,n,u,n,u,2,y,
SB14_2,SB14,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1438.24,sagebrush steppe,43.415836,-117.021956,7/8/2020 19:15,Adult,n,u,n,u,2,y,
SB15_1,SB15,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1421.69,sagebrush steppe,43.415522,-117.020905,7/8/2020 19:20,Adult,n,u,n,u,4,y,
SB15_2,SB15,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1421.69,sagebrush steppe,43.415522,-117.020905,7/8/2020 19:20,Adult,n,u,n,u,4,y,
SB16_1,SB16,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1418.16,sagebrush steppe,43.415644,-117.020723,7/8/2020 19:25,Adult,n,u,n,u,2,n,
SB16_2,SB16,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1418.16,sagebrush steppe,43.415644,-117.020723,7/8/2020 19:25,Adult,n,u,n,u,2,n,
SB17_1,SB17,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1411.34,sagebrush steppe,43.415823,-117.02062,7/8/2020 19:29,Adult,n,u,n,u,2,n,
SB17_2,SB17,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1411.34,sagebrush steppe,43.415823,-117.02062,7/8/2020 19:29,Adult,n,u,n,u,2,n,
SB18_1,SB18,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1409.32,sagebrush steppe,43.415833,-117.020578,7/8/2020 19:30,Adult,n,u,n,u,2,n,
SB18_2,SB18,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1409.32,sagebrush steppe,43.415833,-117.020578,7/8/2020 19:30,Adult,n,u,n,u,2,n,
SB1_1,SB1,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1262.41,sagebrush steppe,43.440353,-116.982105,7/8/2020 20:17,Adult,y,stallion,y,5,2,n,
SB1_2,SB1,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1262.41,sagebrush steppe,43.440353,-116.982105,7/8/2020 20:17,Adult,y,stallion,y,5,2,n,
SB2_1,SB2,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1288.08,sagebrush steppe,43.418755,-117.009097,7/8/2020 13:17,Adult,n,u,n,u,5,y,
SB2_2,SB2,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1288.08,sagebrush steppe,43.418755,-117.009097,7/8/2020 13:17,Adult,n,u,n,u,5,y,
SB3_1,SB3,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1289.95,sagebrush steppe,43.417858,-117.009847,7/8/2020 13:21,Adult,n,u,n,u,4,y,
SB3_2,SB3,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1289.95,sagebrush steppe,43.417858,-117.009847,7/8/2020 13:21,Adult,n,u,n,u,4,y,
SB5_1,SB5,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1274.53,sagebrush steppe,43.416048,-117.010249,7/8/2020 13:31,Adult,n,u,n,u,5,y,
SB5_2,SB5,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1274.53,sagebrush steppe,43.416048,-117.010249,7/8/2020 13:31,Adult,n,u,n,u,5,y,
SB6_1,SB6,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1184.89,sagebrush steppe,43.432112,-116.969716,7/8/2020 15:46,Adult,n,u,n,u,4,n,
SB6_2,SB6,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1184.89,sagebrush steppe,43.432112,-116.969716,7/8/2020 15:46,Adult,n,u,n,u,4,n,
SB9_1,SB9,1,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1426.14,sagebrush steppe,43.416724,-117.021786,7/8/2020 18:53,Adult,n,u,n,u,3,n,
SB9_2,SB9,2,SB,summer,SB,wild,"Sands Basin HMA, ID, feces ",ID,32.9,high,1426.14,sagebrush steppe,43.416724,-117.021786,7/8/2020 18:53,Adult,n,u,n,u,3,n,
SC10_1,SC10,1,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1095.86,sagebrush steppe,42.667989,-115.265566,7/6/2020 14:47,Adult,n,u,n,u,4,n,
SC10_2,SC10,2,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1095.86,sagebrush steppe,42.667989,-115.265566,7/6/2020 14:47,Adult,n,u,n,u,4,n,
SC11_1,SC11,1,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1093.63,sagebrush steppe,42.668278,-115.266198,7/6/2020 15:08,Adult,n,u,n,u,3,n,
SC11_2,SC11,2,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1093.63,sagebrush steppe,42.668278,-115.266198,7/6/2020 15:08,Adult,n,u,n,u,3,n,
SC12_1,SC12,1,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1094.09,sagebrush steppe,42.668318,-115.266225,7/6/2020 15:10,Adult,n,u,n,u,4,n,
SC12_2,SC12,2,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1094.09,sagebrush steppe,42.668318,-115.266225,7/6/2020 15:10,Adult,n,u,n,u,4,n,
SC13_1,SC13,1,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1094.56,sagebrush steppe,42.668255,-115.26635,7/6/2020 15:13,Adult,n,u,n,u,3,n,
SC13_2,SC13,2,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1094.56,sagebrush steppe,42.668255,-115.26635,7/6/2020 15:13,Adult,n,u,n,u,3,n,
SC14_1,SC14,1,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1093.63,sagebrush steppe,42.668208,-115.266438,7/6/2020 15:17,Adult,n,u,n,u,2,n,
SC14_2,SC14,2,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1093.63,sagebrush steppe,42.668208,-115.266438,7/6/2020 15:17,Adult,n,u,n,u,2,n,
SC15_1,SC15,1,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1093.86,sagebrush steppe,42.66821,-115.266474,7/6/2020 15:20,Adult,n,u,n,u,3,n,
SC15_2,SC15,2,SC,summer,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1093.86,sagebrush steppe,42.66821,-115.266474,7/6/2020 15:20,Adult,n,u,n,u,3,n,
